3rd order polynomial fit coefficients (current = aV^3+b*V^2+c*V+d), for Probe 1 and Probe 2 in TM units 
P1grad3,P1grad2,P1grad1,P1grad0,P2grad3,P2grad2,P2grad1,P2grad0
 6.6313597e-06,-2.4946320e-03,-3.4768057e+00, 4.7840557e+02, 5.9308316e-06,-2.2300859e-03,-1.9812738e+00, 3.0509940e+02
