000,   495,   293
001,   491,   291
002,   487,   289
003,   484,   287
004,   480,   285
005,   476,   283
006,   473,   281
007,   469,   279
008,   465,   277
009,   462,   276
010,   458,   274
011,   454,   272
012,   451,   270
013,   447,   268
014,   443,   266
015,   440,   264
016,   436,   262
017,   432,   260
018,   428,   258
019,   425,   256
020,   421,   254
021,   417,   252
022,   414,   250
023,   410,   248
024,   406,   246
025,   402,   244
026,   399,   242
027,   395,   240
028,   391,   238
029,   387,   236
030,   384,   234
031,   380,   232
032,   376,   230
033,   372,   227
034,   369,   225
035,   365,   223
036,   361,   221
037,   357,   219
038,   354,   217
039,   350,   215
040,   346,   213
041,   342,   211
042,   338,   209
043,   335,   207
044,   331,   205
045,   327,   203
046,   323,   201
047,   319,   199
048,   316,   197
049,   312,   194
050,   308,   192
051,   304,   190
052,   300,   188
053,   297,   186
054,   293,   184
055,   289,   182
056,   285,   180
057,   281,   178
058,   277,   176
059,   274,   174
060,   270,   171
061,   266,   169
062,   262,   167
063,   258,   165
064,   254,   163
065,   251,   161
066,   247,   159
067,   243,   157
068,   239,   154
069,   235,   152
070,   231,   150
071,   227,   148
072,   224,   146
073,   220,   144
074,   216,   142
075,   212,   140
076,   208,   137
077,   204,   135
078,   200,   133
079,   196,   131
080,   193,   129
081,   189,   127
082,   185,   125
083,   181,   122
084,   177,   120
085,   173,   118
086,   169,   116
087,   165,   114
088,   161,   112
089,   158,   109
090,   154,   107
091,   150,   105
092,   146,   103
093,   142,   101
094,   138,    99
095,   134,    97
096,   130,    94
097,   126,    92
098,   122,    90
099,   119,    88
100,   115,    86
101,   111,    84
102,   107,    81
103,   103,    79
104,    99,    77
105,    95,    75
106,    91,    73
107,    87,    71
108,    83,    68
109,    79,    66
110,    76,    64
111,    72,    62
112,    68,    60
113,    64,    57
114,    60,    55
115,    56,    53
116,    52,    51
117,    48,    49
118,    44,    47
119,    40,    44
120,    36,    42
121,    32,    40
122,    29,    38
123,    25,    36
124,    21,    34
125,    17,    31
126,    13,    29
127,     9,    27
128,     5,    25
129,     1,    23
130,    -3,    20
131,    -7,    18
132,   -11,    16
133,   -15,    14
134,   -19,    12
135,   -22,    10
136,   -26,     7
137,   -30,     5
138,   -34,     3
139,   -38,     1
140,   -42,    -1
141,   -46,    -3
142,   -50,    -6
143,   -54,    -8
144,   -58,   -10
145,   -62,   -12
146,   -65,   -14
147,   -69,   -16
148,   -73,   -19
149,   -77,   -21
150,   -81,   -23
151,   -85,   -25
152,   -89,   -27
153,   -93,   -29
154,   -97,   -32
155,  -101,   -34
156,  -105,   -36
157,  -108,   -38
158,  -112,   -40
159,  -116,   -42
160,  -120,   -45
161,  -124,   -47
162,  -128,   -49
163,  -132,   -51
164,  -136,   -53
165,  -140,   -55
166,  -144,   -57
167,  -147,   -60
168,  -151,   -62
169,  -155,   -64
170,  -159,   -66
171,  -163,   -68
172,  -167,   -70
173,  -171,   -72
174,  -175,   -75
175,  -178,   -77
176,  -182,   -79
177,  -186,   -81
178,  -190,   -83
179,  -194,   -85
180,  -198,   -87
181,  -202,   -89
182,  -206,   -92
183,  -209,   -94
184,  -213,   -96
185,  -217,   -98
186,  -221,  -100
187,  -225,  -102
188,  -229,  -104
189,  -233,  -106
190,  -236,  -109
191,  -240,  -111
192,  -244,  -113
193,  -248,  -115
194,  -252,  -117
195,  -256,  -119
196,  -259,  -121
197,  -263,  -123
198,  -267,  -125
199,  -271,  -127
200,  -275,  -129
201,  -278,  -132
202,  -282,  -134
203,  -286,  -136
204,  -290,  -138
205,  -294,  -140
206,  -298,  -142
207,  -301,  -144
208,  -305,  -146
209,  -309,  -148
210,  -313,  -150
211,  -316,  -152
212,  -320,  -154
213,  -324,  -156
214,  -328,  -158
215,  -332,  -160
216,  -335,  -162
217,  -339,  -164
218,  -343,  -166
219,  -347,  -168
220,  -350,  -170
221,  -354,  -172
222,  -358,  -175
223,  -362,  -177
224,  -365,  -179
225,  -369,  -181
226,  -373,  -183
227,  -377,  -185
228,  -380,  -187
229,  -384,  -189
230,  -388,  -191
231,  -392,  -193
232,  -395,  -194
233,  -399,  -196
234,  -403,  -198
235,  -406,  -200
236,  -410,  -202
237,  -414,  -204
238,  -417,  -206
239,  -421,  -208
240,  -425,  -210
241,  -428,  -212
242,  -432,  -214
243,  -436,  -216
244,  -439,  -218
245,  -443,  -220
246,  -447,  -222
247,  -450,  -224
248,  -454,  -226
249,  -458,  -228
250,  -461,  -230
251,  -465,  -231
252,  -469,  -233
253,  -472,  -235
254,  -476,  -237
255,  -479,  -239
