3rd order polynomial fit coefficients (current = aV^3+b*V^2+c*V+d), for Probe 1 and Probe 2 in TM units 
P1grad3,P1grad2,P1grad1,P1grad0,P2grad3,P2grad2,P2grad1,P2grad0
 6.2773066e-06,-2.3585968e-03,-3.4638897e+00, 4.7633074e+02, 5.9413975e-06,-2.2273570e-03,-1.9824502e+00, 3.0633797e+02
