000,   478,   305
001,   475,   303
002,   471,   301
003,   468,   299
004,   464,   297
005,   461,   295
006,   457,   293
007,   454,   291
008,   450,   289
009,   447,   287
010,   443,   285
011,   440,   283
012,   436,   281
013,   433,   279
014,   429,   277
015,   426,   275
016,   422,   273
017,   419,   271
018,   415,   269
019,   411,   267
020,   408,   265
021,   404,   263
022,   401,   260
023,   397,   258
024,   394,   256
025,   390,   254
026,   386,   252
027,   383,   250
028,   379,   248
029,   376,   246
030,   372,   244
031,   368,   242
032,   365,   240
033,   361,   238
034,   358,   235
035,   354,   233
036,   350,   231
037,   347,   229
038,   343,   227
039,   339,   225
040,   336,   223
041,   332,   221
042,   328,   218
043,   325,   216
044,   321,   214
045,   318,   212
046,   314,   210
047,   310,   208
048,   307,   206
049,   303,   203
050,   299,   201
051,   295,   199
052,   292,   197
053,   288,   195
054,   284,   193
055,   281,   190
056,   277,   188
057,   273,   186
058,   270,   184
059,   266,   182
060,   262,   179
061,   259,   177
062,   255,   175
063,   251,   173
064,   247,   171
065,   244,   169
066,   240,   166
067,   236,   164
068,   233,   162
069,   229,   160
070,   225,   158
071,   221,   155
072,   218,   153
073,   214,   151
074,   210,   149
075,   206,   146
076,   203,   144
077,   199,   142
078,   195,   140
079,   191,   138
080,   188,   135
081,   184,   133
082,   180,   131
083,   176,   129
084,   173,   126
085,   169,   124
086,   165,   122
087,   161,   120
088,   158,   118
089,   154,   115
090,   150,   113
091,   146,   111
092,   143,   109
093,   139,   106
094,   135,   104
095,   131,   102
096,   128,   100
097,   124,    97
098,   120,    95
099,   116,    93
100,   112,    91
101,   109,    88
102,   105,    86
103,   101,    84
104,    97,    82
105,    94,    79
106,    90,    77
107,    86,    75
108,    82,    73
109,    78,    70
110,    75,    68
111,    71,    66
112,    67,    64
113,    63,    61
114,    59,    59
115,    56,    57
116,    52,    55
117,    48,    52
118,    44,    50
119,    41,    48
120,    37,    45
121,    33,    43
122,    29,    41
123,    25,    39
124,    22,    36
125,    18,    34
126,    14,    32
127,    10,    30
128,     6,    27
129,     3,    25
130,    -1,    23
131,    -5,    21
132,    -9,    18
133,   -13,    16
134,   -16,    14
135,   -20,    12
136,   -24,     9
137,   -28,     7
138,   -31,     5
139,   -35,     3
140,   -39,     0
141,   -43,    -2
142,   -47,    -4
143,   -50,    -6
144,   -54,    -9
145,   -58,   -11
146,   -62,   -13
147,   -66,   -15
148,   -69,   -18
149,   -73,   -20
150,   -77,   -22
151,   -81,   -25
152,   -84,   -27
153,   -88,   -29
154,   -92,   -31
155,   -96,   -33
156,  -100,   -36
157,  -103,   -38
158,  -107,   -40
159,  -111,   -42
160,  -115,   -45
161,  -118,   -47
162,  -122,   -49
163,  -126,   -51
164,  -130,   -54
165,  -133,   -56
166,  -137,   -58
167,  -141,   -60
168,  -145,   -63
169,  -148,   -65
170,  -152,   -67
171,  -156,   -69
172,  -160,   -71
173,  -163,   -74
174,  -167,   -76
175,  -171,   -78
176,  -175,   -80
177,  -178,   -83
178,  -182,   -85
179,  -186,   -87
180,  -190,   -89
181,  -193,   -91
182,  -197,   -94
183,  -201,   -96
184,  -204,   -98
185,  -208,  -100
186,  -212,  -102
187,  -216,  -105
188,  -219,  -107
189,  -223,  -109
190,  -227,  -111
191,  -230,  -113
192,  -234,  -116
193,  -238,  -118
194,  -242,  -120
195,  -245,  -122
196,  -249,  -124
197,  -253,  -126
198,  -256,  -129
199,  -260,  -131
200,  -264,  -133
201,  -267,  -135
202,  -271,  -137
203,  -275,  -139
204,  -278,  -142
205,  -282,  -144
206,  -286,  -146
207,  -289,  -148
208,  -293,  -150
209,  -297,  -152
210,  -300,  -154
211,  -304,  -157
212,  -308,  -159
213,  -311,  -161
214,  -315,  -163
215,  -319,  -165
216,  -322,  -167
217,  -326,  -169
218,  -329,  -171
219,  -333,  -173
220,  -337,  -176
221,  -340,  -178
222,  -344,  -180
223,  -347,  -182
224,  -351,  -184
225,  -355,  -186
226,  -358,  -188
227,  -362,  -190
228,  -365,  -192
229,  -369,  -194
230,  -373,  -196
231,  -376,  -198
232,  -380,  -201
233,  -383,  -203
234,  -387,  -205
235,  -390,  -207
236,  -394,  -209
237,  -397,  -211
238,  -401,  -213
239,  -405,  -215
240,  -408,  -217
241,  -412,  -219
242,  -415,  -221
243,  -419,  -223
244,  -422,  -225
245,  -426,  -227
246,  -429,  -229
247,  -433,  -231
248,  -436,  -233
249,  -440,  -235
250,  -443,  -237
251,  -447,  -239
252,  -450,  -241
253,  -454,  -243
254,  -457,  -245
255,  -460,  -247
