000,   477,   305
001,   473,   303
002,   470,   301
003,   467,   299
004,   463,   297
005,   460,   295
006,   456,   293
007,   453,   291
008,   449,   289
009,   446,   287
010,   442,   285
011,   439,   283
012,   435,   281
013,   432,   279
014,   428,   277
015,   424,   275
016,   421,   273
017,   417,   270
018,   414,   268
019,   410,   266
020,   407,   264
021,   403,   262
022,   400,   260
023,   396,   258
024,   393,   256
025,   389,   254
026,   385,   252
027,   382,   250
028,   378,   248
029,   375,   246
030,   371,   244
031,   367,   242
032,   364,   239
033,   360,   237
034,   357,   235
035,   353,   233
036,   349,   231
037,   346,   229
038,   342,   227
039,   339,   225
040,   335,   223
041,   331,   220
042,   328,   218
043,   324,   216
044,   320,   214
045,   317,   212
046,   313,   210
047,   310,   208
048,   306,   205
049,   302,   203
050,   299,   201
051,   295,   199
052,   291,   197
053,   288,   195
054,   284,   193
055,   280,   190
056,   277,   188
057,   273,   186
058,   269,   184
059,   266,   182
060,   262,   180
061,   258,   177
062,   255,   175
063,   251,   173
064,   247,   171
065,   243,   169
066,   240,   166
067,   236,   164
068,   232,   162
069,   229,   160
070,   225,   158
071,   221,   155
072,   217,   153
073,   214,   151
074,   210,   149
075,   206,   147
076,   203,   144
077,   199,   142
078,   195,   140
079,   191,   138
080,   188,   136
081,   184,   133
082,   180,   131
083,   177,   129
084,   173,   127
085,   169,   125
086,   165,   122
087,   162,   120
088,   158,   118
089,   154,   116
090,   150,   113
091,   147,   111
092,   143,   109
093,   139,   107
094,   135,   104
095,   132,   102
096,   128,   100
097,   124,    98
098,   120,    96
099,   117,    93
100,   113,    91
101,   109,    89
102,   105,    87
103,   102,    84
104,    98,    82
105,    94,    80
106,    90,    78
107,    87,    75
108,    83,    73
109,    79,    71
110,    75,    69
111,    72,    66
112,    68,    64
113,    64,    62
114,    60,    60
115,    56,    57
116,    53,    55
117,    49,    53
118,    45,    51
119,    41,    48
120,    38,    46
121,    34,    44
122,    30,    42
123,    26,    39
124,    23,    37
125,    19,    35
126,    15,    33
127,    11,    30
128,     7,    28
129,     4,    26
130,    -0,    24
131,    -4,    21
132,    -8,    19
133,   -11,    17
134,   -15,    15
135,   -19,    12
136,   -23,    10
137,   -26,     8
138,   -30,     6
139,   -34,     3
140,   -38,     1
141,   -41,    -1
142,   -45,    -3
143,   -49,    -6
144,   -53,    -8
145,   -57,   -10
146,   -60,   -12
147,   -64,   -15
148,   -68,   -17
149,   -72,   -19
150,   -75,   -21
151,   -79,   -24
152,   -83,   -26
153,   -87,   -28
154,   -90,   -30
155,   -94,   -33
156,   -98,   -35
157,  -102,   -37
158,  -105,   -39
159,  -109,   -41
160,  -113,   -44
161,  -117,   -46
162,  -120,   -48
163,  -124,   -50
164,  -128,   -53
165,  -132,   -55
166,  -135,   -57
167,  -139,   -59
168,  -143,   -61
169,  -146,   -64
170,  -150,   -66
171,  -154,   -68
172,  -158,   -70
173,  -161,   -73
174,  -165,   -75
175,  -169,   -77
176,  -173,   -79
177,  -176,   -81
178,  -180,   -84
179,  -184,   -86
180,  -187,   -88
181,  -191,   -90
182,  -195,   -92
183,  -199,   -95
184,  -202,   -97
185,  -206,   -99
186,  -210,  -101
187,  -213,  -103
188,  -217,  -105
189,  -221,  -108
190,  -224,  -110
191,  -228,  -112
192,  -232,  -114
193,  -235,  -116
194,  -239,  -119
195,  -243,  -121
196,  -246,  -123
197,  -250,  -125
198,  -254,  -127
199,  -257,  -129
200,  -261,  -131
201,  -265,  -134
202,  -268,  -136
203,  -272,  -138
204,  -276,  -140
205,  -279,  -142
206,  -283,  -144
207,  -287,  -146
208,  -290,  -149
209,  -294,  -151
210,  -298,  -153
211,  -301,  -155
212,  -305,  -157
213,  -308,  -159
214,  -312,  -161
215,  -316,  -163
216,  -319,  -166
217,  -323,  -168
218,  -326,  -170
219,  -330,  -172
220,  -334,  -174
221,  -337,  -176
222,  -341,  -178
223,  -344,  -180
224,  -348,  -182
225,  -352,  -184
226,  -355,  -186
227,  -359,  -188
228,  -362,  -190
229,  -366,  -193
230,  -369,  -195
231,  -373,  -197
232,  -376,  -199
233,  -380,  -201
234,  -384,  -203
235,  -387,  -205
236,  -391,  -207
237,  -394,  -209
238,  -398,  -211
239,  -401,  -213
240,  -405,  -215
241,  -408,  -217
242,  -412,  -219
243,  -415,  -221
244,  -419,  -223
245,  -422,  -225
246,  -426,  -227
247,  -429,  -229
248,  -433,  -231
249,  -436,  -233
250,  -440,  -235
251,  -443,  -237
252,  -446,  -239
253,  -450,  -241
254,  -453,  -243
255,  -457,  -245
