2010-07-10T00:00:00.942962,237340759.988607,0.0000002.609866
2010-07-10T00:00:02.009629,237340761.055273,0.0000002.620852
2010-07-10T00:00:03.076296,237340762.121940,0.0000002.637942
2010-07-10T00:00:04.142963,237340763.188607,0.0000002.650149
2010-07-10T00:00:05.209629,237340764.255273,0.0000002.631838
2010-07-10T00:00:06.276296,237340765.321940,0.0000002.601321
2010-07-10T00:00:07.342963,237340766.388607,0.0000002.592776
2010-07-10T00:00:08.409630,237340767.455273,0.0000002.593997
2010-07-10T00:00:09.476296,237340768.521940,0.0000002.586672
2010-07-10T00:00:10.542963,237340769.588607,0.0000002.595217
2010-07-10T00:00:11.609630,237340770.655273,0.0000002.583010
2010-07-10T00:00:12.676297,237340771.721940,0.0000002.557376
2010-07-10T00:00:13.742963,237340772.788607,0.0000002.575686
2010-07-10T00:00:14.809630,237340773.855273,0.0000002.620852
2010-07-10T00:00:15.876297,237340774.921940,0.0000002.639163
2010-07-10T00:00:16.942964,237340775.988607,0.0000002.631838
2010-07-10T00:00:18.009630,237340777.055273,0.0000002.647708
2010-07-10T00:00:19.076297,237340778.121940,0.0000002.658694
2010-07-10T00:00:20.142964,237340779.188607,0.0000002.629397
2010-07-10T00:00:21.209631,237340780.255273,0.0000002.603762
2010-07-10T00:00:22.276297,237340781.321940,0.0000002.622073
2010-07-10T00:00:23.342964,237340782.388607,0.0000002.620852
2010-07-10T00:00:24.409631,237340783.455273,0.0000002.614749
