2010-07-10T00:00:00.942962,237340759.988607,-0.000000-0.573731
2010-07-10T00:00:02.009629,237340761.055273,-0.000000-0.566407
2010-07-10T00:00:03.076296,237340762.121940,-0.000000-0.555420
2010-07-10T00:00:04.142963,237340763.188607,-0.000000-0.548096
2010-07-10T00:00:05.209629,237340764.255273,-0.000000-0.561524
2010-07-10T00:00:06.276296,237340765.321940,-0.000000-0.582276
2010-07-10T00:00:07.342963,237340766.388607,-0.000000-0.584717
2010-07-10T00:00:08.409630,237340767.455273,-0.000000-0.583497
2010-07-10T00:00:09.476296,237340768.521940,-0.000000-0.588379
2010-07-10T00:00:10.542963,237340769.588607,-0.000000-0.579835
2010-07-10T00:00:11.609630,237340770.655273,-0.000000-0.590821
2010-07-10T00:00:12.676297,237340771.721940,-0.000000-0.606690
2010-07-10T00:00:13.742963,237340772.788607,-0.000000-0.592042
2010-07-10T00:00:14.809630,237340773.855273,-0.000000-0.561524
2010-07-10T00:00:15.876297,237340774.921940,-0.000000-0.551758
2010-07-10T00:00:16.942964,237340775.988607,-0.000000-0.557862
2010-07-10T00:00:18.009630,237340777.055273,-0.000000-0.546876
2010-07-10T00:00:19.076297,237340778.121940,-0.000000-0.539551
2010-07-10T00:00:20.142964,237340779.188607,-0.000000-0.561524
2010-07-10T00:00:21.209631,237340780.255273,-0.000000-0.576172
2010-07-10T00:00:22.276297,237340781.321940,-0.000000-0.562745
2010-07-10T00:00:23.342964,237340782.388607,-0.000000-0.563965
2010-07-10T00:00:24.409631,237340783.455273,-0.000000-0.566407
