2010-07-09T00:00:00.936136,237254359.988607,0.0000002.219240
2010-07-09T00:00:02.002802,237254361.055273,0.0000002.216799
2010-07-09T00:00:03.069469,237254362.121940,0.0000002.211916
2010-07-09T00:00:04.136136,237254363.188607,0.0000002.216799
2010-07-09T00:00:05.202803,237254364.255273,0.0000002.214358
2010-07-09T00:00:06.269469,237254365.321940,0.0000002.208254
2010-07-09T00:00:07.336136,237254366.388607,0.0000002.207033
2010-07-09T00:00:08.402803,237254367.455273,0.0000002.214358
2010-07-09T00:00:09.469470,237254368.521940,0.0000002.214358
2010-07-09T00:00:10.536136,237254369.588607,0.0000002.211916
2010-07-09T00:00:11.602803,237254370.655273,0.0000002.209475
2010-07-09T00:00:12.669470,237254371.721940,0.0000002.211916
2010-07-09T00:00:13.736137,237254372.788607,0.0000002.214358
2010-07-09T00:00:14.802803,237254373.855273,0.0000002.211916
2010-07-09T00:00:15.869470,237254374.921940,0.0000002.210695
2010-07-09T00:00:16.936137,237254375.988607,0.0000002.209475
2010-07-09T00:00:18.002804,237254377.055273,0.0000002.208254
2010-07-09T00:00:19.069470,237254378.121940,0.0000002.213137
2010-07-09T00:00:20.136137,237254379.188607,0.0000002.218020
2010-07-09T00:00:21.202804,237254380.255273,0.0000002.215578
2010-07-09T00:00:22.269471,237254381.321940,0.0000002.215578
2010-07-09T00:00:23.336137,237254382.388607,0.0000002.219240
2010-07-09T00:00:24.402804,237254383.455273,0.0000002.216799
