2010-07-11T00:00:00.949789,237427159.988607,-0.000000-0.406495
2010-07-11T00:00:02.016456,237427161.055273,-0.000000-0.406495
2010-07-11T00:00:03.083122,237427162.121940,-0.000000-0.406495
2010-07-11T00:00:04.149789,237427163.188607,-0.000000-0.405274
2010-07-11T00:00:05.216456,237427164.255273,-0.000000-0.404053
2010-07-11T00:00:06.283123,237427165.321940,-0.000000-0.405274
2010-07-11T00:00:07.349790,237427166.388607,-0.000000-0.406495
2010-07-11T00:00:08.416456,237427167.455273,-0.000000-0.402832
2010-07-11T00:00:09.483123,237427168.521940,-0.000000-0.401612
2010-07-11T00:00:10.549790,237427169.588607,-0.000000-0.406495
2010-07-11T00:00:11.616457,237427170.655273,-0.000000-0.410157
2010-07-11T00:00:12.683123,237427171.721940,-0.000000-0.407715
2010-07-11T00:00:13.749790,237427172.788607,-0.000000-0.406495
2010-07-11T00:00:14.816457,237427173.855273,-0.000000-0.405274
2010-07-11T00:00:15.883124,237427174.921940,-0.000000-0.406495
2010-07-11T00:00:16.949790,237427175.988607,-0.000000-0.402832
2010-07-11T00:00:18.016457,237427177.055273,-0.000000-0.402832
2010-07-11T00:00:19.083124,237427178.121940,-0.000000-0.402832
2010-07-11T00:00:20.149791,237427179.188607,-0.000000-0.400391
2010-07-11T00:00:21.216457,237427180.255273,-0.000000-0.399170
2010-07-11T00:00:22.283124,237427181.321940,-0.000000-0.402832
2010-07-11T00:00:23.349791,237427182.388607,-0.000000-0.405274
2010-07-11T00:00:24.416458,237427183.455273,-0.000000-0.407715
