2010-07-08T00:00:00.929309,237167959.988607,0.0000002.875979
2010-07-08T00:00:01.995976,237167961.055273,0.0000002.877200
2010-07-08T00:00:03.062642,237167962.121940,0.0000002.877200
2010-07-08T00:00:04.129309,237167963.188607,0.0000002.878421
2010-07-08T00:00:05.195976,237167964.255273,0.0000002.879641
2010-07-08T00:00:06.262643,237167965.321940,0.0000002.878421
2010-07-08T00:00:07.329309,237167966.388607,0.0000002.879641
2010-07-08T00:00:08.395976,237167967.455273,0.0000002.877200
2010-07-08T00:00:09.462643,237167968.521940,0.0000002.878421
2010-07-08T00:00:10.529310,237167969.588607,0.0000002.877200
2010-07-08T00:00:11.595976,237167970.655273,0.0000002.877200
2010-07-08T00:00:12.662643,237167971.721940,0.0000002.877200
2010-07-08T00:00:13.729310,237167972.788607,0.0000002.878421
2010-07-08T00:00:14.795977,237167973.855273,0.0000002.878421
2010-07-08T00:00:15.862643,237167974.921940,0.0000002.873538
2010-07-08T00:00:16.929310,237167975.988607,0.0000002.872317
2010-07-08T00:00:17.995977,237167977.055273,0.0000002.879641
2010-07-08T00:00:19.062644,237167978.121940,0.0000002.879641
2010-07-08T00:00:20.129310,237167979.188607,0.0000002.882083
2010-07-08T00:00:21.195977,237167980.255273,0.0000002.879641
2010-07-08T00:00:22.262644,237167981.321940,0.0000002.877200
2010-07-08T00:00:23.329311,237167982.388607,0.0000002.875979
2010-07-08T00:00:24.395977,237167983.455273,0.0000002.875979
