2014-06-16T03:03:02.069000,361508482.426413,-6.8215597e-09,generated 4 May 2016
2014-08-20T00:01:36.018000,367113596.375411,-7.5952921e-09,generated 4 May 2016
2014-08-27T22:24:00.251000,367798940.608410,-8.7438493e-09,generated 4 May 2016
2014-08-28T00:00:00.240000,367804700.597415,-8.5200335e-09,generated 4 May 2016
2014-08-31T22:24:00.355000,368144540.712413,-7.6191422e-09,generated 4 May 2016
2014-09-01T00:00:00.357000,368150300.714413,-8.8073701e-09,generated 4 May 2016
2014-09-03T10:03:12.428000,368359292.785416,-8.9168145e-09,generated 4 May 2016
2014-09-08T00:00:00.562000,368755100.919411,-8.6444370e-09,generated 4 May 2016
2014-09-09T00:00:00.601000,368841500.958417,-8.4276611e-09,generated 4 May 2016
2014-09-10T00:00:00.616000,368927900.973414,-8.8349062e-09,generated 4 May 2016
2014-09-17T10:03:12.834000,369568893.191418,-8.6263564e-09,generated 4 May 2016
2014-09-21T08:03:12.957000,369907293.314418,-9.5931205e-09,generated 4 May 2016
2014-09-26T10:43:13.090000,370348893.447409,-8.4279183e-09,generated 4 May 2016
2014-10-08T10:03:13.446000,371383293.803415,-9.3311667e-09,generated 4 May 2016
2014-10-11T22:03:13.546000,371685693.903414,-9.0730093e-09,generated 4 May 2016
2014-10-12T00:00:33.548000,371692733.905422,-9.0760730e-09,generated 4 May 2016
2014-10-12T12:12:49.562000,371736669.919414,-9.4325799e-09,generated 4 May 2016
2014-10-13T22:33:05.604000,371860285.961417,-1.2591890e-08,generated 4 May 2016
2014-10-14T00:01:05.592000,371865565.949414,-1.0399649e-08,generated 4 May 2016
2014-10-15T00:01:05.634000,371951965.991418,-9.4740226e-09,generated 4 May 2016
2014-10-15T22:03:13.647000,372031294.004409,-1.0527446e-08,generated 4 May 2016
2014-10-16T00:00:33.649000,372038334.006417,-9.6179248e-09,generated 4 May 2016
2014-10-17T00:01:05.678000,372124766.035412,-8.9274115e-09,generated 4 May 2016
2014-10-17T10:03:13.696000,372160894.053413,-9.2931160e-09,generated 4 May 2016
2014-10-17T22:03:13.704000,372204094.061410,-9.6880202e-09,generated 4 May 2016
2014-10-18T00:00:33.720000,372211134.077418,-9.7094595e-09,generated 4 May 2016
2014-10-18T08:27:45.730000,372241566.087419,-1.1553113e-08,generated 4 May 2016
2014-10-19T00:01:05.749000,372297566.106414,-1.0510371e-08,generated 4 May 2016
