2010-07-07T23:32:47.596,734330.981060,3.1260000e-09,-4.0000038e+01,11
2010-07-07T23:32:55.596,734338.981060,NaN,NaN,10
2010-07-07T23:33:03.596,734346.981060,NaN,NaN,10
2010-07-07T23:33:11.596,734354.981060,NaN,NaN,10
2010-07-07T23:33:19.596,734330.981431,3.1260000e-09,-4.0000038e+01,11
2010-07-07T23:33:27.596,734338.981431,NaN,NaN,10
2010-07-07T23:33:35.596,734346.981431,NaN,NaN,10
2010-07-07T23:33:43.596,734354.981431,NaN,NaN,10
2010-07-07T23:33:51.596,734330.981801,3.1260000e-09,-4.0000038e+01,11
2010-07-07T23:33:59.596,734338.981801,NaN,NaN,10
2010-07-07T23:34:07.596,734346.981801,NaN,NaN,10
2010-07-07T23:34:15.596,734354.981801,NaN,NaN,10
2010-07-07T23:34:23.596,734330.982171,3.1260000e-09,-4.0000038e+01,11
2010-07-07T23:34:31.596,734338.982171,NaN,NaN,10
2010-07-07T23:34:39.596,734346.982171,NaN,NaN,10
2010-07-07T23:34:47.596,734354.982171,NaN,NaN,10
2010-07-07T23:34:55.596,734330.982542,1.7328929e-09,-1.4899611e+01,21
2010-07-07T23:35:03.596,734338.982542,NaN,NaN,21
2010-07-07T23:35:11.596,734346.982542,NaN,NaN,21
2010-07-07T23:35:19.596,734354.982542,NaN,NaN,21
2010-07-07T23:35:27.596,734330.982912,1.0730000e-09,2.9983113e+00,21
2010-07-07T23:35:35.596,734338.982912,NaN,NaN,21
2010-07-07T23:35:43.596,734346.982912,NaN,NaN,21
2010-07-07T23:35:51.596,734354.982912,NaN,NaN,21
2010-07-07T23:35:59.596,734330.983282,1.0730000e-09,2.9874122e+00,21
2010-07-07T23:36:07.596,734338.983282,NaN,NaN,21
2010-07-07T23:36:15.596,734346.983282,NaN,NaN,21
2010-07-07T23:36:23.596,734354.983282,NaN,NaN,21
2010-07-07T23:36:31.596,734330.983653,1.0730000e-09,2.9589000e+00,21
2010-07-07T23:36:39.596,734338.983653,NaN,NaN,21
2010-07-07T23:36:47.596,734346.983653,NaN,NaN,21
2010-07-07T23:36:55.596,734354.983653,NaN,NaN,21
2010-07-07T23:37:03.596,734330.984023,1.0730000e-09,2.9461698e+00,21
2010-07-07T23:37:11.596,734338.984023,NaN,NaN,21
2010-07-07T23:37:19.596,734346.984023,NaN,NaN,21
2010-07-07T23:37:27.596,734354.984023,NaN,NaN,21
2010-07-07T23:37:35.596,734330.984393,1.0730000e-09,2.9550199e+00,21
2010-07-07T23:37:43.596,734338.984393,NaN,NaN,21
