 0.000000 146.484375 292.968750 439.453125 585.937500 732.421875 878.906250 1025.390625 1171.875000 1318.359375 1464.843750 1611.328125 1757.812500 1904.296875 2050.781250 2197.265625 2343.750000 2490.234375 2636.718750 2783.203125 2929.687500 3076.171875 3222.656250 3369.140625 3515.625000 3662.109375 3808.593750 3955.078125 4101.562500 4248.046875 4394.531250 4541.015625 4687.500000 4833.984375 4980.468750 5126.953125 5273.437500 5419.921875 5566.406250 5712.890625 5859.375000 6005.859375 6152.343750 6298.828125 6445.312500 6591.796875 6738.281250 6884.765625 7031.250000 7177.734375 7324.218750 7470.703125 7617.187500 7763.671875 7910.156250 8056.640625 8203.125000 8349.609375 8496.093750 8642.578125 8789.062500 8935.546875 9082.031250 9228.515625 9375.000000
2010-07-07T23:32:43.603  3.711961 5.251572 1.744538 0.208238 0.002692 0.000131 0.000001 0.000225 0.000133 0.000220 0.000253 0.000116 0.000297 0.000041 0.000292 0.000006 0.000259 0.000001 0.000213 0.000013 0.000163 0.000034 0.000115 0.000056 0.000074 0.000075 0.000041 0.000089 0.000018 0.000094 0.000005 0.000093 0.000000 0.000086 0.000003 0.000073 0.000010 0.000058 0.000021 0.000042 0.000032 0.000027 0.000043 0.000014 0.000050 0.000005 0.000054 0.000001 0.000054 0.000000 0.000050 0.000004 0.000043 0.000011 0.000034 0.000019 0.000024 0.000029 0.000015 0.000037 0.000007 0.000043 0.000002 0.000046 0.000000
2010-07-07T23:32:57.996  0.330837 0.659816 0.654268 0.645120 0.632518 0.616663 0.597800 0.576219 0.552246 0.526232 0.498548 0.469576 0.439701 0.409299 0.378737 0.348359 0.318483 0.289396 0.261352 0.234565 0.209210 0.185422 0.163300 0.142901 0.124252 0.107344 0.092143 0.078588 0.066602 0.056089 0.046944 0.039052 0.032297 0.026560 0.021726 0.017685 0.014331 0.011567 0.009306 0.007468 0.005982 0.004787 0.003831 0.003069 0.002463 0.001981 0.001599 0.001294 0.001051 0.000856 0.000699 0.000571 0.000465 0.000377 0.000304 0.000241 0.000188 0.000143 0.000104 0.000072 0.000046 0.000026 0.000012 0.000003 0.000000
2010-07-07T23:33:29.996  0.330837 0.659816 0.654268 0.645120 0.632518 0.616663 0.597800 0.576219 0.552246 0.526232 0.498548 0.469576 0.439701 0.409299 0.378737 0.348359 0.318483 0.289396 0.261352 0.234565 0.209210 0.185422 0.163300 0.142901 0.124252 0.107344 0.092143 0.078588 0.066602 0.056089 0.046944 0.039052 0.032297 0.026560 0.021726 0.017685 0.014331 0.011567 0.009306 0.007468 0.005982 0.004787 0.003831 0.003069 0.002463 0.001981 0.001599 0.001294 0.001051 0.000856 0.000699 0.000571 0.000465 0.000377 0.000304 0.000241 0.000188 0.000143 0.000104 0.000072 0.000046 0.000026 0.000012 0.000003 0.000000
2010-07-07T23:34:01.996  0.330837 0.659816 0.654268 0.645120 0.632518 0.616663 0.597800 0.576219 0.552246 0.526232 0.498548 0.469576 0.439701 0.409299 0.378737 0.348359 0.318483 0.289396 0.261352 0.234565 0.209210 0.185422 0.163300 0.142901 0.124252 0.107344 0.092143 0.078588 0.066602 0.056089 0.046944 0.039052 0.032297 0.026560 0.021726 0.017685 0.014331 0.011567 0.009306 0.007468 0.005982 0.004787 0.003831 0.003069 0.002463 0.001981 0.001599 0.001294 0.001051 0.000856 0.000699 0.000571 0.000465 0.000377 0.000304 0.000241 0.000188 0.000143 0.000104 0.000072 0.000046 0.000026 0.000012 0.000003 0.000000
2010-07-07T23:34:33.996  0.330837 0.659816 0.654268 0.645120 0.632518 0.616663 0.597800 0.576219 0.552246 0.526232 0.498548 0.469576 0.439701 0.409299 0.378737 0.348359 0.318483 0.289396 0.261352 0.234565 0.209210 0.185422 0.163300 0.142901 0.124252 0.107344 0.092143 0.078588 0.066602 0.056089 0.046944 0.039052 0.032297 0.026560 0.021726 0.017685 0.014331 0.011567 0.009306 0.007468 0.005982 0.004787 0.003831 0.003069 0.002463 0.001981 0.001599 0.001294 0.001051 0.000856 0.000699 0.000571 0.000465 0.000377 0.000304 0.000241 0.000188 0.000143 0.000104 0.000072 0.000046 0.000026 0.000012 0.000003 0.000000
2010-07-07T23:35:05.996  0.128922 0.257159 0.255112 0.251737 0.247085 0.241228 0.234254 0.226266 0.217382 0.207727 0.197435 0.186644 0.175493 0.164118 0.152652 0.141222 0.129945 0.118926 0.108261 0.098029 0.088297 0.079120 0.070535 0.062568 0.055234 0.048532 0.042455 0.036985 0.032096 0.027757 0.023933 0.020584 0.017670 0.015150 0.012982 0.011126 0.009546 0.008205 0.007070 0.006113 0.005307 0.004629 0.004058 0.003577 0.003172 0.002828 0.002537 0.002290 0.002078 0.001898 0.001742 0.001609 0.001494 0.001395 0.001310 0.001238 0.001176 0.001123 0.001079 0.001044 0.001015 0.000993 0.000978 0.000969 0.000483
2010-07-07T23:35:23.603  0.019023 0.026913 0.008940 0.001067 0.000014 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000000 0.000001 0.000000 0.000001 0.000000 0.000001 0.000000 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2010-07-07T23:35:37.996  0.001858 0.003705 0.003674 0.003622 0.003552 0.003463 0.003357 0.003235 0.003101 0.002955 0.002799 0.002637 0.002469 0.002298 0.002127 0.001956 0.001788 0.001625 0.001467 0.001317 0.001175 0.001041 0.000917 0.000802 0.000698 0.000603 0.000517 0.000441 0.000374 0.000315 0.000264 0.000219 0.000181 0.000149 0.000122 0.000099 0.000080 0.000065 0.000052 0.000042 0.000034 0.000027 0.000021 0.000017 0.000014 0.000011 0.000009 0.000007 0.000006 0.000005 0.000004 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2010-07-07T23:36:09.996  0.001846 0.003682 0.003652 0.003600 0.003530 0.003442 0.003336 0.003216 0.003082 0.002937 0.002782 0.002621 0.002454 0.002284 0.002114 0.001944 0.001778 0.001615 0.001459 0.001309 0.001168 0.001035 0.000911 0.000798 0.000694 0.000599 0.000514 0.000439 0.000372 0.000313 0.000262 0.000218 0.000180 0.000148 0.000121 0.000099 0.000080 0.000065 0.000052 0.000042 0.000033 0.000027 0.000021 0.000017 0.000014 0.000011 0.000009 0.000007 0.000006 0.000005 0.000004 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2010-07-07T23:36:41.996  0.001810 0.003609 0.003579 0.003529 0.003460 0.003373 0.003270 0.003152 0.003021 0.002878 0.002727 0.002569 0.002405 0.002239 0.002072 0.001905 0.001742 0.001583 0.001429 0.001283 0.001144 0.001014 0.000893 0.000781 0.000679 0.000587 0.000504 0.000430 0.000364 0.000307 0.000257 0.000213 0.000177 0.000145 0.000119 0.000097 0.000078 0.000063 0.000051 0.000041 0.000033 0.000026 0.000021 0.000017 0.000013 0.000011 0.000009 0.000007 0.000006 0.000005 0.000004 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2010-07-07T23:37:13.996  0.001795 0.003579 0.003549 0.003500 0.003431 0.003345 0.003243 0.003126 0.002996 0.002855 0.002705 0.002547 0.002385 0.002220 0.002055 0.001890 0.001728 0.001570 0.001418 0.001272 0.001135 0.001006 0.000886 0.000775 0.000674 0.000582 0.000500 0.000426 0.000361 0.000304 0.000255 0.000212 0.000175 0.000144 0.000118 0.000096 0.000078 0.000063 0.000050 0.000041 0.000032 0.000026 0.000021 0.000017 0.000013 0.000011 0.000009 0.000007 0.000006 0.000005 0.000004 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2010-07-07T23:37:45.996  0.001805 0.003600 0.003570 0.003520 0.003451 0.003365 0.003262 0.003144 0.003013 0.002871 0.002720 0.002562 0.002399 0.002233 0.002067 0.001901 0.001738 0.001579 0.001426 0.001280 0.001142 0.001012 0.000891 0.000780 0.000678 0.000586 0.000503 0.000429 0.000364 0.000306 0.000256 0.000213 0.000176 0.000145 0.000119 0.000097 0.000078 0.000063 0.000051 0.000041 0.000033 0.000026 0.000021 0.000017 0.000013 0.000011 0.000009 0.000007 0.000006 0.000005 0.000004 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
