% this file was created on 13-Jun-2013 18:08:00 
%
% SC:        Cluster 1 
% Intrument: EFW 
% Signal:    P 
% Sensor:    1234 
% Coord Sys: sc 
%
% comment:   this signal is averaged from all probes available at the time 
%
%
% Time from: 27-May-2011 00:00:00 
%
% time        P1234     
% [s]         [V]       
25689.962792  -10.653 
25690.162787  -10.448 
25690.362783  -10.611 
25690.562778  -10.653 
25690.762773  -10.760 
25690.962768  -10.956 
25691.162764  -11.007 
25691.362759  -11.044 
25691.562753  -10.984 
25691.762748  -10.777 
25691.962743  -10.682 
25692.162739  -10.463 
25692.362734  -10.421 
25692.562729  -10.463 
25692.762724  -10.651 
25692.962719  -10.777 
25693.162715  -10.908 
25693.362710  -11.090 
25693.562705  -10.967 
25693.762700  -10.812 
25693.962695  -10.636 
25694.162691  -10.618 
25694.362686  -10.446 
25694.562681  -10.454 
25694.762676  -10.754 
25694.962672  -10.764 
25695.162667  -10.992 
25695.362662  -11.103 
25695.562657  -11.088 
25695.762653  -11.034 
25695.962648  -10.852 
25696.162643  -10.756 
25696.362638  -10.542 
25696.562634  -10.494 
25696.762630  -10.471 
25696.962625  -10.722 
25697.162620  -10.827 
25697.362615  -10.927 
25697.562611  -11.011 
25697.762606  -11.170 
25697.962601  -11.239 
25698.162596  -10.890 
25698.362592  -10.864 
25698.562587  -10.551 
25698.762582  -10.561 
25698.962577  -10.710 
25699.162572  -10.797 
25699.362567  -11.197 
25699.562563  -11.170 
25699.762558  -11.233 
25699.962553  -11.308 
25700.162548  -10.998 
25700.362544  -11.017 
25700.562539  -11.151 
25700.762534  -10.829 
25700.962529  -10.992 
25701.162524  -11.063 
25701.362520  -11.201 
25701.562515  -11.300 
25701.762510  -11.396 
25701.962505  -11.425 
25702.162501  -11.331 
25702.362496  -11.291 
25702.562489  -11.164 
25702.762484  -10.915 
25702.962479  -10.990 
25703.162474  -11.095 
25703.362470  -11.197 
25703.562465  -11.277 
25703.762460  -11.352 
25703.962455  -11.572 
25704.162451  -11.473 
25704.362446  -11.354 
25704.562441  -11.308 
25704.762436  -11.182 
25704.962431  -11.015 
25705.162426  -11.030 
25705.362422  -11.086 
25705.562417  -11.216 
25705.762412  -11.415 
25705.962407  -11.559 
25706.162403  -11.661 
25706.362398  -11.582 
25706.562393  -11.396 
25706.762388  -11.477 
25706.962384  -11.247 
25707.162379  -11.643 
25707.362374  -11.896 
25707.562368  -11.898 
25707.762363  -12.283 
25707.962358  -12.352 
25708.162354  -12.436 
25708.362349  -12.413 
25708.562344  -12.210 
25708.762339  -11.977 
25708.962334  -11.896 
25709.162330  -11.574 
25709.362325  -11.659 
25709.562320  -11.760 
25709.762315  -11.827 
25709.962310  -12.170 
25710.162306  -12.176 
25710.362301  -12.285 
25710.562296  -12.254 
25710.762291  -12.076 
25710.962286  -12.051 
25711.162282  -11.584 
25711.362277  -11.647 
25711.562272  -11.825 
25711.762267  -11.762 
25711.962262  -11.919 
25712.162258  -12.111 
25712.362253  -12.103 
25712.562248  -11.996 
25712.762243  -11.774 
25712.962238  -11.517 
25713.162233  -11.239 
25713.362228  -10.921 
25713.562224  -10.910 
25713.762219  -10.910 
25713.962214  -10.967 
25714.162209  -11.264 
25714.362205  -11.385 
25714.562200  -11.565 
25714.762195  -11.239 
25714.962190  -11.059 
25715.162185  -11.082 
25715.362180  -10.691 
25715.562176  -11.015 
25715.762171  -10.954 
25715.962166  -11.138 
25716.162161  -11.180 
25716.362156  -11.310 
25716.562152  -11.172 
25716.762147  -11.138 
25716.962142  -10.923 
25717.162137  -10.674 
25717.362133  -10.479 
25717.562127  -10.279 
25717.762122  -10.341 
25717.962117  -10.496 
25718.162112  -10.542 
25718.362108  -10.919 
25718.562103  -10.873 
25718.762098  -10.902 
25718.962093  -10.986 
25719.162088  -10.812 
25719.362084  -10.724 
25719.562079  -10.544 
25719.762074  -10.628 
25719.962069  -10.664 
25720.162065  -10.783 
25720.362060  -10.988 
25720.562055  -11.178 
25720.762050  -11.189 
25720.962045  -11.122 
25721.162040  -10.948 
25721.362036  -10.733 
25721.562031  -10.674 
25721.762026  -10.367 
25721.962021  -10.431 
25722.162016  -10.705 
25722.362012  -10.557 
25722.562006  -10.463 
25722.762001  -10.454 
25722.961996  -10.540 
25723.161991  -10.354 
25723.361986  -10.224 
25723.561981  -10.080 
25723.761977   -9.862 
25723.961972   -9.936 
25724.161967   -9.986 
25724.361962  -10.136 
25724.561957  -10.268 
25724.761953  -10.369 
25724.961948  -10.377 
25725.161943  -10.379 
25725.361938  -10.356 
25725.561933  -10.264 
25725.761929  -10.115 
25725.961924   -9.837 
25726.161919   -9.915 
25726.361914  -10.057 
25726.561909  -10.270 
25726.761904 1570000000.000 
25726.961900 1570000000.000 
25727.161895 1570000000.000 
25727.361890 1570000000.000 
25727.561885 1570000000.000 
25727.761880 1570000000.000 
25727.961875 1570000000.000 
25728.161870 1570000000.000 
25728.361866 1570000000.000 
25728.561861 1570000000.000 
25728.761856 1570000000.000 
25728.961851 1570000000.000 
25729.161846 1570000000.000 
25729.361842 1570000000.000 
25729.561837 1570000000.000 
25729.761832 1570000000.000 
25729.961827 1570000000.000 
25730.161822 1570000000.000 
25730.361818 1570000000.000 
25730.561813 1570000000.000 
25730.761808   -9.994 
25730.961803  -10.218 
25731.161798  -10.189 
25731.361794  -10.350 
25731.561789  -10.214 
25731.761784  -10.097 
25731.961779  -10.003 
25732.161774   -9.894 
25732.361770   -9.745 
25732.561764   -9.952 
25732.761760  -10.042 
25732.961755  -10.193 
25733.161750  -10.285 
25733.361745  -10.304 
25733.561740  -10.394 
25733.761736  -10.306 
25733.961731  -10.166 
25734.161726  -10.059 
25734.361721   -9.787 
25734.561716   -9.791 
25734.761712   -9.906 
25734.961707  -10.040 
25735.161702  -10.260 
25735.361697  -10.295 
25735.561692  -10.413 
25735.761688  -10.406 
25735.961683  -10.212 
25736.161678  -10.086 
25736.361673   -9.896 
25736.561668   -9.827 
25736.761664   -9.952 
25736.961659  -10.103 
25737.161654  -10.241 
25737.361649  -10.360 
25737.561644  -10.425 
25737.761640  -10.153 
25737.961635  -10.086 
25738.161630   -9.910 
25738.361625   -9.810 
25738.561620   -9.523 
25738.761615   -9.553 
25738.961610   -9.605 
25739.161605   -9.726 
25739.361601   -9.841 
25739.561596   -9.892 
25739.761591  -10.103 
25739.961586  -10.224 
25740.161581   -9.961 
25740.361577   -9.705 
25740.561572   -9.563 
25740.761567   -9.523 
25740.961562   -9.731 
25741.161557   -9.936 
25741.361553   -9.969 
25741.561548  -10.092 
25741.761543  -10.185 
25741.961538  -10.308 
25742.161534  -10.180 
25742.361529   -9.919 
25742.561524   -9.762 
25742.761519   -9.473 
25742.961514   -9.379 
25743.161510   -9.494 
25743.361505   -9.569 
25743.561500   -9.643 
25743.761496   -9.659 
25743.961491   -9.726 
25744.161486   -9.810 
25744.361481   -9.728 
25744.561476   -9.569 
25744.761472   -9.410 
25744.961467   -9.304 
25745.161462   -9.392 
25745.361457   -9.605 
25745.561453   -9.668 
25745.761448   -9.818 
25745.961443   -9.779 
25746.161438   -9.833 
25746.361434   -9.821 
25746.561429   -9.599 
25746.761424   -9.549 
25746.961419   -9.327 
25747.161414   -9.208 
25747.361409   -9.358 
25747.561405   -9.471 
25747.761400   -9.607 
25747.961395   -9.668 
25748.161390   -9.609 
25748.361386   -9.653 
25748.561380   -9.626 
25748.761375   -9.544 
25748.961370   -9.398 
25749.161365   -9.231 
25749.361361   -9.297 
25749.561356   -9.413 
25749.761351   -9.521 
25749.961346   -9.582 
25750.161341   -9.592 
25750.361337   -9.595 
25750.561332   -9.588 
25750.761327   -9.415 
25750.961323   -9.279 
25751.161318   -9.042 
25751.361313   -8.980 
25751.561308   -9.115 
25751.761303   -9.162 
25751.961299   -9.295 
25752.161294   -9.603 
25752.361289   -9.626 
25752.561284   -9.636 
25752.761280   -9.584 
25752.961275   -9.419 
25753.161270   -9.350 
25753.361265   -9.118 
25753.561260   -9.210 
25753.761256   -9.335 
25753.961251   -9.546 
25754.161246   -9.758 
25754.361241   -9.674 
25754.561236   -9.737 
25754.761232   -9.697 
25754.961227   -9.551 
25755.161222   -9.360 
25755.361217   -9.174 
25755.561213   -9.128 
25755.761208   -9.279 
25755.961203   -9.331 
25756.161198   -9.423 
25756.361193   -9.567 
25756.561189   -9.632 
25756.761184   -9.670 
25756.961179   -9.557 
25757.161174   -9.448 
25757.361170   -9.574 
25757.561165   -9.567 
25757.761160   -9.643 
25757.961155   -9.938 
25758.161150  -10.095 
25758.361146  -10.203 
25758.561140  -10.088 
25758.761136  -10.036 
25758.961131   -9.948 
25759.161126   -9.731 
25759.361121   -9.611 
25759.561116   -9.423 
25759.761112   -9.484 
25759.961107   -9.685 
25760.161102   -9.921 
25760.361097  -10.044 
25760.561093  -10.053 
25760.761088  -10.076 
25760.961083  -10.218 
25761.161078   -9.867 
25761.361073   -9.676 
25761.561069   -9.521 
25761.761064   -9.329 
25761.961059   -9.521 
25762.161054   -9.806 
25762.361050   -9.956 
25762.561045  -10.214 
25762.761040  -10.277 
25762.961035  -10.465 
25763.161031  -10.390 
25763.361026  -10.394 
25763.561021  -10.367 
25763.761016  -10.059 
25763.961011   -9.998 
25764.161006  -10.103 
25764.361001  -10.264 
25764.560997  -10.304 
25764.760992  -10.599 
25764.960987  -10.597 
25765.160982  -10.745 
25765.360978  -10.496 
25765.560973  -10.308 
25765.760968  -10.291 
25765.960963   -9.837 
25766.160959  -10.013 
25766.360954  -10.034 
25766.560949  -10.111 
25766.760944  -10.283 
25766.960940  -10.195 
25767.160935  -10.170 
25767.360930  -10.153 
25767.560925   -9.963 
25767.760921   -9.915 
25767.960916   -9.810 
25768.160911   -9.703 
25768.360906   -9.959 
25768.560901  -10.067 
25768.760897  -10.482 
25768.960892  -10.297 
25769.160887  -10.283 
25769.360882  -10.595 
25769.560875  -10.350 
25769.760871  -10.082 
25769.960866  -10.044 
25770.160861   -9.879 
25770.360856   -9.735 
25770.560851   -9.867 
25770.760847  -10.143 
25770.960842  -10.256 
25771.160837  -10.705 
25771.360832  -10.804 
25771.560827  -10.716 
25771.760823  -10.647 
25771.960818  -10.498 
25772.160813  -10.159 
25772.360808   -9.961 
25772.560804   -9.875 
25772.760799   -9.940 
25772.960794   -9.927 
25773.160789   -9.996 
25773.360785   -9.979 
25773.560780   -9.944 
25773.760775   -9.858 
25773.960770   -9.542 
25774.160765   -9.427 
25774.360761   -9.264 
25774.560757   -9.249 
25774.760752   -9.341 
25774.960747   -9.480 
25775.160742   -9.708 
25775.360738   -9.720 
25775.560733   -9.816 
25775.760728   -9.783 
25775.960723   -9.685 
25776.160718   -9.394 
25776.360714   -9.251 
25776.560709   -9.128 
25776.760704   -9.130 
25776.960700   -9.266 
25777.160695   -9.339 
25777.360690   -9.603 
25777.560685   -9.540 
25777.760680   -9.511 
25777.960676   -9.655 
25778.160671   -9.348 
25778.360666   -9.352 
25778.560661   -9.406 
25778.760657   -9.672 
25778.960652   -9.831 
25779.160647  -10.120 
25779.360642  -10.471 
25779.560636  -10.624 
25779.760632  -10.940 
25779.960627  -10.940 
25780.160622  -10.622 
25780.360617  -10.659 
25780.560612  -10.622 
25780.760608  -10.601 
25780.960603  -10.611 
25781.160598  -10.797 
25781.360593  -10.766 
25781.560589  -10.967 
25781.760584  -11.007 
25781.960579  -11.065 
25782.160574  -11.036 
25782.360569  -10.661 
25782.560565  -10.484 
25782.760560  -10.312 
25782.960555  -10.427 
25783.160550  -10.427 
25783.360545  -10.373 
25783.560541  -10.429 
25783.760536  -10.553 
25783.960531  -10.739 
25784.160526  -10.756 
25784.360522  -10.569 
25784.560516  -10.417 
25784.760511  -10.392 
25784.960506  -10.174 
25785.160501  -10.164 
25785.360497  -10.636 
25785.560492  -10.454 
25785.760487  -10.551 
25785.960482  -10.601 
25786.160477  -10.657 
25786.360472  -10.731 
25786.560468  -10.710 
25786.760463  -10.659 
25786.960458  -10.400 
25787.160453  -10.620 
25787.360449  -10.841 
25787.560444  -10.862 
25787.760439  -10.756 
25787.960434  -10.864 
25788.160429  -10.883 
25788.360425  -10.806 
25788.560420  -10.710 
25788.760415  -10.557 
25788.960411  -10.505 
25789.160406  -10.670 
25789.360401  -10.762 
25789.560397  -11.011 
25789.760392  -10.996 
25789.960388  -10.996 
25790.160383  -10.986 
25790.360378  -10.996 
25790.560373  -10.862 
25790.760369  -10.618 
25790.960364  -10.565 
25791.160359  -10.348 
25791.360354  -10.419 
25791.560349  -10.582 
25791.760345  -10.708 
25791.960340  -10.963 
25792.160335  -10.979 
25792.360330  -11.245 
25792.560326  -11.459 
25792.760321  -11.002 
25792.960316  -10.787 
25793.160311  -10.630 
25793.360307  -10.672 
25793.560302  -10.283 
25793.760297  -10.421 
25793.960292  -10.364 
25794.160287  -10.433 
25794.360283  -10.563 
25794.560276  -10.597 
25794.760272  -10.636 
25794.960267  -10.515 
25795.160262  -10.494 
25795.360257  -10.484 
25795.560253  -10.406 
25795.760248  -10.705 
25795.960243  -10.954 
25796.160238  -11.820 
25796.360234  -11.820 
25796.560229  -11.885 
25796.760224  -11.678 
25796.960219  -11.680 
25797.160214  -11.505 
25797.360210  -11.195 
25797.560205  -11.092 
25797.760200  -11.283 
25797.960196  -11.442 
25798.160191  -11.316 
25798.360186  -11.565 
25798.560181  -11.854 
25798.760176  -11.846 
25798.960172  -11.831 
25799.160167  -11.477 
25799.360162  -11.168 
25799.560157  -11.153 
25799.760152  -11.251 
25799.960147  -11.685 
25800.160142  -11.837 
25800.360138  -12.394 
25800.560133  -12.576 
25800.760128  -12.521 
25800.960124  -12.166 
25801.160119  -12.300 
25801.360114  -12.026 
25801.560109  -11.350 
25801.760105  -11.249 
25801.960100  -11.122 
25802.160095  -11.231 
25802.360090  -11.178 
25802.560086  -11.329 
25802.760081  -11.325 
25802.960076  -11.291 
25803.160071  -11.214 
25803.360066  -10.973 
25803.560062  -10.896 
25803.760057  -10.743 
25803.960052  -10.751 
25804.160047  -10.873 
25804.360043  -11.103 
25804.560038  -11.254 
25804.760033  -11.469 
25804.960028  -11.400 
25805.160023  -11.415 
25805.360019  -11.496 
25805.560008  -11.226 
25805.760004  -11.180 
25805.959999  -10.846 
25806.159994  -10.885 
25806.359989  -10.894 
25806.559984  -10.942 
25806.759980  -11.132 
25806.959975  -11.203 
25807.159970  -11.406 
25807.359965  -11.258 
25807.559961  -11.254 
25807.759956  -10.967 
25807.959951  -10.739 
25808.159946  -10.745 
25808.359941  -11.030 
25808.559937  -11.341 
25808.759932  -11.475 
25808.959927  -11.398 
25809.159922  -11.613 
25809.359918  -11.498 
25809.559913  -11.362 
25809.759908  -11.078 
25809.959903  -11.055 
25810.159899  -10.848 
25810.359894  -10.825 
25810.559889  -11.086 
25810.759884  -11.339 
25810.959879  -11.425 
25811.159874  -11.751 
25811.359870  -11.843 
25811.559865  -11.802 
25811.759860  -11.760 
25811.959856  -11.699 
25812.159851  -12.132 
25812.359846  -11.638 
25812.559841  -11.843 
25812.759836  -12.216 
25812.959832  -13.061 
25813.159827  -14.762 
25813.359822  -13.862 
25813.559817  -14.843 
25813.759813  -14.396 
25813.959808  -14.354 
25814.159803  -14.201 
25814.359798  -14.011 
25814.559793  -14.191 
25814.759789  -14.358 
25814.959784  -14.402 
25815.159779  -14.649 
25815.359774  -14.678 
25815.559769  -14.948 
25815.759764  -14.950 
25815.959760  -14.814 
25816.159755  -14.703 
25816.359750  -14.808 
25816.559745  -14.563 
25816.759741  -14.887 
25816.959736  -14.940 
25817.159731  -15.258 
25817.359726  -15.343 
25817.559721  -15.166 
25817.759717  -15.542 
25817.959712  -15.515 
25818.159707  -15.360 
25818.359702  -15.314 
25818.559698  -14.982 
25818.759693  -15.111 
25818.959688  -15.230 
25819.159683  -15.448 
25819.359679  -15.599 
25819.559674  -15.906 
25819.759669  -16.197 
25819.959664  -16.475 
25820.159659  -16.205 
25820.359655  -16.189 
25820.559650  -16.230 
25820.759645  -16.048 
25820.959640  -16.931 
25821.159635  -16.992 
25821.359631  -17.228 
25821.559626  -17.722 
25821.759621  -17.620 
25821.959616  -17.607 
25822.159612  -17.477 
25822.359607  -16.812 
25822.559602  -16.996 
25822.759597  -16.532 
25822.959593  -16.622 
25823.159588  -16.814 
25823.359583  -16.578 
25823.559578  -16.584 
25823.759574  -16.762 
25823.959569  -16.992 
25824.159564  -17.086 
25824.359559  -16.661 
25824.559555  -16.452 
25824.759550  -16.530 
25824.959545  -16.333 
25825.159540  -16.553 
25825.359535  -16.661 
25825.559530  -16.538 
25825.759525  -16.885 
25825.959521  -17.113 
25826.159516  -17.015 
25826.359511  -16.645 
25826.559506  -16.207 
25826.759501  -15.869 
25826.959497  -15.940 
25827.159492  -15.959 
25827.359487  -16.069 
25827.559483  -16.023 
25827.759478  -15.915 
25827.959473  -15.977 
25828.159468  -16.067 
25828.359464  -16.249 
25828.559459  -15.902 
25828.759454  -15.567 
25828.959449  -15.329 
25829.159445  -14.871 
25829.359440  -15.115 
25829.559435  -15.412 
25829.759430  -15.149 
25829.959426  -15.574 
25830.159421  -15.630 
25830.359416  -15.959 
25830.559410  -15.950 
25830.759406 1570000000.000 
25830.959401 1570000000.000 
25831.159396 1570000000.000 
25831.359391 1570000000.000 
25831.559386 1570000000.000 
25831.759382 1570000000.000 
25831.959377 1570000000.000 
25832.159372 1570000000.000 
25832.359367 1570000000.000 
25832.559363 1570000000.000 
25832.759358 1570000000.000 
25832.959353 1570000000.000 
25833.159348 1570000000.000 
25833.359344 1570000000.000 
25833.559339 1570000000.000 
25833.759334 1570000000.000 
25833.959330 1570000000.000 
25834.159325 1570000000.000 
25834.359320 1570000000.000 
25834.559315 1570000000.000 
25834.759310  -15.398 
25834.959306  -15.013 
25835.159301  -14.764 
25835.359296  -14.459 
25835.559292  -14.620 
25835.759287  -14.910 
25835.959282  -14.959 
25836.159277  -15.389 
25836.359272  -15.632 
25836.559266  -15.764 
25836.759261  -16.184 
25836.959257  -15.214 
25837.159252  -14.385 
25837.359247  -14.243 
25837.559242  -14.067 
25837.759238  -13.917 
25837.959233  -14.222 
25838.159228  -14.086 
25838.359223  -14.465 
25838.559218  -15.084 
25838.759214  -14.712 
25838.959209  -14.525 
25839.159204  -14.572 
25839.359199  -13.860 
25839.559195  -13.931 
25839.759190  -14.023 
25839.959185  -14.122 
25840.159181  -13.950 
25840.359176  -14.354 
25840.559171  -14.896 
25840.759166  -14.720 
25840.959162  -14.572 
25841.159157  -14.580 
25841.359152  -14.057 
25841.559147  -14.072 
25841.759143  -13.982 
25841.959138  -14.264 
25842.159133  -14.883 
25842.359128  -14.797 
25842.559124  -15.224 
25842.759119  -15.400 
25842.959114  -15.492 
25843.159109  -15.335 
25843.359104  -14.923 
25843.559100  -15.023 
25843.759095  -14.961 
25843.959090  -15.063 
25844.159085  -14.898 
25844.359081  -14.716 
25844.559076  -14.448 
25844.759071  -15.312 
25844.959066  -15.036 
25845.159061  -15.109 
25845.359057  -14.766 
25845.559052  -14.350 
25845.759047  -14.136 
25845.959043  -13.904 
25846.159038  -14.237 
25846.359033  -14.149 
25846.559028  -14.258 
25846.759023  -14.488 
25846.959018  -14.553 
25847.159013  -14.471 
25847.359009  -14.459 
25847.559004  -14.153 
25847.758999  -14.287 
25847.958994  -14.099 
25848.158989  -14.007 
25848.358985  -13.829 
25848.558980  -14.149 
25848.758976  -13.908 
25848.958971  -14.369 
25849.158966  -14.429 
25849.358961  -14.569 
25849.558956  -14.461 
25849.758952  -13.917 
25849.958947  -13.814 
25850.158942  -13.385 
25850.358937  -13.728 
25850.558933  -13.860 
25850.758928  -13.795 
25850.958923  -13.963 
25851.158918  -14.373 
25851.358913  -13.967 
25851.558908  -14.289 
25851.758903  -13.548 
25851.958899  -13.494 
25852.158894  -13.182 
25852.358889  -12.956 
25852.558884  -13.111 
25852.758879  -12.944 
25852.958875  -13.005 
25853.158870  -13.126 
25853.358865  -12.996 
25853.558860  -13.157 
25853.758856  -12.973 
25853.958851  -12.768 
25854.158846  -12.716 
25854.358841  -12.465 
25854.558836  -12.802 
25854.758832  -13.222 
25854.958827  -13.310 
25855.158822  -13.291 
25855.358817  -13.601 
25855.558813  -13.601 
25855.758808  -13.500 
25855.958803  -13.268 
25856.158798  -13.032 
25856.358793  -12.979 
25856.558789  -12.823 
25856.758784  -12.676 
25856.958779  -13.015 
25857.158774  -13.034 
25857.358769  -13.394 
25857.558765  -13.358 
25857.758760  -13.459 
25857.958755  -13.285 
25858.158750  -12.975 
25858.358746  -12.917 
25858.558741  -12.743 
25858.758736  -12.921 
25858.958731  -13.063 
25859.158726  -13.262 
25859.358722  -13.463 
25859.558717  -13.626 
25859.758712  -13.657 
25859.958708  -13.645 
25860.158703  -13.383 
25860.358698  -13.266 
25860.558693  -13.515 
25860.758688  -13.519 
25860.958684  -13.398 
25861.158679  -13.668 
25861.358674  -13.597 
25861.558668  -13.915 
25861.758663  -14.013 
25861.958658  -14.335 
25862.158653  -13.942 
25862.358649  -13.551 
25862.558644  -13.618 
25862.758639  -13.438 
25862.958634  -13.950 
25863.158629  -14.009 
25863.358625  -14.216 
25863.558620  -14.509 
25863.758615  -14.827 
25863.958610  -15.423 
25864.158606  -15.159 
25864.358601  -14.651 
25864.558596  -14.666 
25864.758591  -14.258 
25864.958586  -13.931 
25865.158582  -14.155 
25865.358577  -14.310 
25865.558572  -14.235 
25865.758567  -14.429 
25865.958562  -14.500 
25866.158558  -14.772 
25866.358553  -15.147 
25866.558547  -14.624 
25866.758543  -14.770 
25866.958538  -14.766 
25867.158533  -14.881 
25867.358528  -15.151 
25867.558523  -15.191 
25867.758519  -15.287 
25867.958514  -15.866 
25868.158509  -15.720 
25868.358504  -15.513 
25868.558500  -14.994 
25868.758495  -14.498 
25868.958490  -14.233 
25869.158485  -13.722 
25869.358480  -14.017 
25869.558476  -14.228 
25869.758471  -14.233 
25869.958466  -14.115 
25870.158461  -14.611 
25870.358457  -14.705 
25870.558452  -14.915 
25870.758447  -14.653 
25870.958442  -14.726 
25871.158437  -14.212 
25871.358433  -14.521 
25871.558428  -14.829 
25871.758423  -14.869 
25871.958418  -15.429 
25872.158413  -15.936 
25872.358409  -15.465 
25872.558404  -15.471 
25872.758399  -15.532 
25872.958394  -16.153 
25873.158389  -15.417 
25873.358385  -15.235 
25873.558380  -15.452 
25873.758375  -16.145 
25873.958370  -15.896 
25874.158365  -15.607 
25874.358361  -15.057 
25874.558356  -16.440 
25874.758351  -15.463 
25874.958346  -15.364 
25875.158341  -15.143 
25875.358337  -14.272 
25875.558332  -14.396 
25875.758327  -14.272 
25875.958322  -14.201 
25876.158318  -14.304 
25876.358313  -14.254 
25876.558308  -14.260 
25876.758303  -14.373 
25876.958298  -14.189 
25877.158293  -13.829 
25877.358289  -13.917 
25877.558282  -13.500 
25877.758277  -13.887 
25877.958272  -13.841 
25878.158268  -13.835 
25878.358263  -14.622 
25878.558258  -13.948 
25878.758254  -14.011 
25878.958249  -13.852 
25879.158244  -13.770 
25879.358239  -14.329 
25879.558234  -14.381 
25879.758229  -15.138 
25879.958225  -15.676 
25880.158220  -15.781 
25880.358215  -15.906 
25880.558210  -16.193 
25880.758206  -16.061 
25880.958201  -16.291 
25881.158196  -16.040 
25881.358191  -15.647 
25881.558187  -15.454 
25881.758182  -14.576 
25881.958177  -15.025 
25882.158172  -15.427 
25882.358167  -15.124 
25882.558163  -15.534 
25882.758158  -15.446 
25882.958153  -15.919 
25883.158148  -15.714 
25883.358144  -15.423 
25883.558139  -14.933 
25883.758134  -14.404 
25883.958129  -14.404 
25884.158124  -14.668 
25884.358119  -14.804 
25884.558115  -14.749 
25884.758110  -14.927 
25884.958105  -15.005 
25885.158100  -14.852 
25885.358096  -14.607 
25885.558091  -14.289 
25885.758086  -14.132 
25885.958081  -13.668 
25886.158077  -13.613 
25886.358072  -14.055 
25886.558067  -13.869 
25886.758062  -14.051 
25886.958057  -13.825 
25887.158052  -13.931 
25887.358048  -14.130 
25887.558042  -13.720 
25887.758037  -13.482 
25887.958032  -13.189 
25888.158028  -13.103 
25888.358023  -13.358 
25888.558018  -13.356 
25888.758013  -13.287 
25888.958009  -13.988 
25889.158004  -14.274 
25889.357999  -14.023 
25889.557994  -14.032 
25889.757990  -13.768 
25889.957985  -14.226 
25890.157980  -13.373 
25890.357975  -13.362 
25890.557970  -13.664 
25890.757966  -13.479 
25890.957961  -13.586 
25891.157956  -13.961 
25891.357951  -14.067 
25891.557946  -14.153 
25891.757942  -14.076 
25891.957937  -13.927 
25892.157932  -14.069 
25892.357927  -13.682 
25892.557920  -14.157 
25892.757916  -14.900 
25892.957911  -14.645 
25893.157906  -14.996 
25893.357901  -15.442 
25893.557896  -15.090 
25893.757892  -15.187 
25893.957887  -14.482 
25894.157882  -14.337 
25894.357877  -14.032 
25894.557873  -14.059 
25894.757868  -14.017 
25894.957863  -14.061 
25895.157858  -14.036 
25895.357853  -14.088 
25895.557848  -14.266 
25895.757844  -14.230 
25895.957839  -14.069 
25896.157834  -14.000 
25896.357829  -13.921 
25896.557825  -13.716 
25896.757820  -14.032 
25896.957815  -14.166 
25897.157810  -13.950 
25897.357805  -14.262 
25897.557801  -14.699 
25897.757796  -14.417 
25897.957791  -14.264 
25898.157787  -13.936 
25898.357782  -13.818 
25898.557777  -13.574 
25898.757772  -13.670 
25898.957767  -13.668 
25899.157763  -13.982 
25899.357758  -13.942 
25899.557753  -14.090 
25899.757748  -14.174 
25899.957743  -14.316 
25900.157739  -14.084 
25900.357734  -13.929 
25900.557729  -13.816 
25900.757724  -13.814 
25900.957719  -14.030 
25901.157715  -14.115 
25901.357710  -14.013 
25901.557705  -14.274 
25901.757700  -14.394 
25901.957695  -14.588 
25902.157691  -14.323 
25902.357686  -14.189 
25902.557680  -13.609 
25902.757675  -13.410 
25902.957670  -13.484 
25903.157666  -13.643 
25903.357661  -13.565 
25903.557656  -14.038 
25903.757652  -14.138 
25903.957647  -14.335 
25904.157642  -14.316 
25904.357637  -14.061 
25904.557632  -13.921 
25904.757627  -13.965 
25904.957623  -13.779 
25905.157618  -13.848 
25905.357613  -14.377 
25905.557608  -14.431 
25905.757604  -14.810 
25905.957599  -14.942 
25906.157594  -14.879 
25906.357589  -14.789 
25906.557584  -14.632 
25906.757580  -14.561 
25906.957575  -14.233 
25907.157570  -14.235 
25907.357565  -14.174 
25907.557560  -14.220 
25907.757556  -14.283 
25907.957551  -14.318 
25908.157546  -14.523 
25908.357541  -14.486 
25908.557534  -14.293 
25908.757530  -13.848 
25908.957525  -13.896 
25909.157520  -13.471 
25909.357515  -13.682 
25909.557511  -13.831 
25909.757506  -13.925 
25909.957501  -14.333 
25910.157496  -14.534 
25910.357491  -14.948 
25910.557487  -15.373 
25910.757482  -14.525 
25910.957477  -14.356 
25911.157472  -13.921 
25911.357467  -13.831 
25911.557462  -13.820 
25911.757458  -13.887 
25911.957453  -13.965 
25912.157448  -14.396 
25912.357443  -14.747 
25912.557439  -14.620 
25912.757434  -14.312 
25912.957429  -14.051 
25913.157424  -14.023 
25913.357419  -13.860 
25913.557415  -14.097 
25913.757411  -14.283 
25913.957406  -14.325 
25914.157401  -14.473 
25914.357396  -14.366 
25914.557391  -14.496 
25914.757386  -14.404 
25914.957381  -14.164 
25915.157377  -14.028 
25915.357372  -13.873 
25915.557367  -13.649 
25915.757363  -13.680 
25915.957358  -13.913 
25916.157353  -13.910 
25916.357348  -14.103 
25916.557343  -14.519 
25916.757339  -14.718 
25916.957334  -14.289 
25917.157329  -13.902 
25917.357324  -13.889 
25917.557319  -13.825 
25917.757315  -13.977 
25917.957310  -14.159 
25918.157305  -14.490 
25918.357300  -15.201 
25918.557294  -16.258 
25918.757290  -15.582 
25918.957285  -15.670 
25919.157280  -15.364 
