% this file was created on 13-Jun-2013 18:08:00 
%
% SC:        Cluster 1 
% Intrument: EFW 
% Signal:    P 
% Sensor:    1234 
% Coord Sys: sc 
%
% comment:   this signal is averaged from all probes available at the time 
%
%
% Time from: 27-May-2011 00:00:00 
%
% time        P1234     
% [s]         [V]       
28252.701141   -4.639 
28252.901136   -4.559 
28253.101131   -4.494 
28253.301126   -4.634 
28253.501122   -4.691 
28253.701117   -4.710 
28253.901112   -4.680 
28254.101107   -4.670 
28254.301103   -4.676 
28254.501098   -4.622 
28254.701093   -4.555 
28254.901088   -4.461 
28255.101084   -4.457 
28255.301079   -4.517 
28255.501074   -4.645 
28255.701069   -4.745 
28255.901065   -4.850 
28256.101060   -4.904 
28256.301055   -4.846 
28256.501050   -4.781 
28256.701046   -4.670 
28256.901041   -4.601 
28257.101036   -4.494 
28257.301031   -4.482 
28257.501025   -4.593 
28257.701020   -4.678 
28257.901016   -4.741 
28258.101011   -4.770 
28258.301006   -4.775 
28258.501001   -4.814 
28258.700996   -4.818 
28258.900992   -4.860 
28259.100987   -4.718 
28259.300982   -4.676 
28259.500977   -4.810 
28259.700973   -4.917 
28259.900968   -5.032 
28260.100963   -5.082 
28260.300958   -5.147 
28260.500953   -5.166 
28260.700949   -5.178 
28260.900944   -4.940 
28261.100939   -4.854 
28261.300934   -4.781 
28261.500930   -4.576 
28261.700925   -4.657 
28261.900920   -4.758 
28262.100915   -4.775 
28262.300910   -4.758 
28262.500906   -4.789 
28262.700901   -4.789 
28262.900896   -4.785 
28263.100891   -4.837 
28263.300886   -4.714 
28263.500882   -4.613 
28263.700877   -4.714 
28263.900872   -4.854 
28264.100867   -5.034 
28264.300863   -5.086 
28264.500858   -5.199 
28264.700853   -5.199 
28264.900848   -5.245 
28265.100843   -5.237 
28265.300839   -5.149 
28265.500834   -5.009 
28265.700829   -4.950 
28265.900825   -4.936 
28266.100820   -5.036 
28266.300815   -5.057 
28266.500810   -5.072 
28266.700805   -5.072 
28266.900801   -5.093 
28267.100796   -5.076 
28267.300791   -5.011 
28267.500785   -4.931 
28267.700780   -4.844 
28267.900775   -4.946 
28268.100770   -5.055 
28268.300766   -5.170 
28268.500761   -5.218 
28268.700756   -5.203 
28268.900751   -5.205 
28269.100747   -5.218 
28269.300742   -5.159 
28269.500737   -5.076 
28269.700732   -4.954 
28269.900727   -4.965 
28270.100723   -5.078 
28270.300718   -5.159 
28270.500713   -5.170 
28270.700708   -5.172 
28270.900703   -5.208 
28271.100699   -5.245 
28271.300694   -5.233 
28271.500689   -5.174 
28271.700685   -5.076 
28271.900680   -4.994 
28272.100675   -5.076 
28272.300670   -5.178 
28272.500665   -5.266 
28272.700661   -5.344 
28272.900656   -5.283 
28273.100651   -5.333 
28273.300646   -5.247 
28273.500640   -5.157 
28273.700636   -5.021 
28273.900631   -4.810 
28274.100626   -4.777 
28274.300621   -4.881 
28274.500617   -5.007 
28274.700612   -5.070 
28274.900607   -5.164 
28275.100602   -5.141 
28275.300597   -5.145 
28275.500593   -5.143 
28275.700588   -5.057 
28275.900583   -4.977 
28276.100578   -4.877 
28276.300574   -4.927 
28276.500569   -5.067 
28276.700564   -5.195 
28276.900559   -5.323 
28277.100554   -5.381 
28277.300550   -5.383 
28277.500545   -5.346 
28277.700540   -5.252 
28277.900536   -5.191 
28278.100531   -5.053 
28278.300526   -5.049 
28278.500522   -5.170 
28278.700517   -5.341 
28278.900512   -5.459 
28279.100507   -5.490 
28279.300503   -5.526 
28279.500498   -5.536 
28279.700493   -5.467 
28279.900488   -5.367 
28280.100483   -5.289 
28280.300479   -5.162 
28280.500474   -5.199 
28280.700469   -5.339 
28280.900464   -5.450 
28281.100460   -5.534 
28281.300455   -5.565 
28281.500450   -5.555 
28281.700445   -5.536 
28281.900440   -5.505 
28282.100436   -5.419 
28282.300431   -5.252 
28282.500426   -5.245 
28282.700422   -5.298 
28282.900417   -5.450 
28283.100412   -5.523 
28283.300407   -5.570 
28283.500401   -5.630 
28283.700396   -5.632 
28283.900391   -5.622 
28284.100387   -5.542 
28284.300382   -5.557 
28284.500377   -5.465 
28284.700372   -5.400 
28284.900367   -5.657 
28285.100363   -5.714 
28285.300358   -5.917 
28285.500353   -5.768 
28285.700349   -5.856 
28285.900344   -5.833 
28286.100339   -5.766 
28286.300334   -5.714 
28286.500329   -5.655 
28286.700325   -5.567 
28286.900320   -5.708 
28287.100315   -6.013 
28287.300310   -6.013 
28287.500305   -6.118 
28287.700301   -6.130 
28287.900296   -6.180 
28288.100291   -6.216 
28288.300286   -6.145 
28288.500280   -6.090 
28288.700275   -5.908 
28288.900270   -6.051 
28289.100265   -6.256 
28289.300261   -6.446 
28289.500256   -6.492 
28289.700251   -6.404 
28289.900246   -6.630 
28290.100241   -6.459 
28290.300236   -6.469 
28290.500232   -6.400 
28290.700227   -6.295 
28290.900222   -6.182 
28291.100217   -6.266 
28291.300213   -6.475 
28291.500208   -6.609 
28291.700203   -6.722 
28291.900198   -6.808 
28292.100194   -6.892 
28292.300189   -6.839 
28292.500184   -6.747 
28292.700179   -6.697 
28292.900174   -6.557 
28293.100170   -6.628 
28293.300165   -6.764 
28293.500160   -6.938 
28293.700155   -6.950 
28293.900150   -7.023 
28294.100146   -7.011 
28294.300141   -7.021 
28294.500136   -6.982 
28294.700131   -6.919 
28294.900126   -6.835 
28295.100121   -6.636 
28295.300117   -6.657 
28295.500112   -6.808 
28295.700107   -6.971 
28295.900102   -7.124 
28296.100098   -7.090 
28296.300093   -7.030 
28296.500088   -6.963 
28296.700083   -6.770 
28296.900079   -6.626 
28297.100074   -6.385 
28297.300069   -6.410 
28297.500064   -6.563 
28297.700060   -6.691 
28297.900055   -6.959 
28298.100050   -6.657 
28298.300045   -6.454 
28298.500039   -6.588 
28298.700035   -6.444 
28298.900030   -6.281 
28299.100025   -6.168 
28299.300020   -5.957 
28299.500015   -5.986 
28299.700011   -6.044 
28299.900006   -6.126 
28300.100001   -6.201 
28300.299996   -6.239 
28300.499992   -6.275 
28300.699987   -6.287 
28300.899982   -6.243 
28301.099977   -6.193 
28301.299973   -6.028 
28301.499968   -6.143 
28301.699963   -6.218 
28301.899958   -6.490 
28302.099953   -6.574 
28302.299948   -6.457 
28302.499944   -6.521 
28302.699939   -6.551 
28302.899934   -6.446 
28303.099929   -6.308 
28303.299925   -6.143 
28303.499920   -6.003 
28303.699915   -5.982 
28303.899910   -6.145 
28304.099905   -6.212 
28304.299901   -6.293 
28304.499896   -6.327 
28304.699891   -6.335 
28304.899886   -6.333 
28305.099881   -6.239 
28305.299877   -6.210 
28305.499872   -6.042 
28305.699867   -6.101 
28305.899862   -6.281 
28306.099857   -6.406 
28306.299853   -6.473 
28306.499848   -6.551 
28306.699843   -6.488 
28306.899838   -6.459 
28307.099833   -6.387 
28307.299829   -6.272 
28307.499824   -6.132 
28307.699819   -5.973 
28307.899814   -6.053 
28308.099809   -6.245 
28308.299805   -6.335 
28308.499800   -6.383 
28308.699795   -6.406 
28308.899790   -6.417 
28309.099785   -6.406 
28309.299781   -6.344 
28309.499774   -6.262 
28309.699769   -6.111 
28309.899765   -6.164 
28310.099760   -6.287 
28310.299755   -6.431 
28310.499750   -6.544 
28310.699746   -6.576 
28310.899741   -6.578 
28311.099736   -6.580 
28311.299731   -6.536 
28311.499726   -6.373 
28311.699722   -6.239 
28311.899717   -6.049 
28312.099712   -5.986 
28312.299707   -6.145 
28312.499702   -6.245 
28312.699698   -6.308 
28312.899693   -6.348 
28313.099688   -6.354 
28313.299683   -6.341 
28313.499678   -6.256 
28313.699674   -6.155 
28313.899669   -6.000 
28314.099664   -6.019 
28314.299659   -6.153 
28314.499654   -6.329 
28314.699649   -6.410 
28314.899644   -6.469 
28315.099639   -6.523 
28315.299634   -6.561 
28315.499629   -6.457 
28315.699625   -6.344 
28315.899620   -6.166 
28316.099615   -6.003 
28316.299610   -6.067 
28316.499606   -6.187 
28316.699601   -6.360 
28316.899596   -6.369 
28317.099591   -6.377 
28317.299587   -6.337 
28317.499582   -6.312 
28317.699577   -6.199 
28317.899572   -6.107 
28318.099567   -5.965 
28318.299562   -5.994 
28318.499557   -6.151 
28318.699553   -6.318 
28318.899548   -6.486 
28319.099543   -6.551 
28319.299538   -6.670 
28319.499533   -6.653 
28319.699528   -6.639 
28319.899523   -6.628 
28320.099519   -6.519 
28320.299514   -6.348 
28320.499509   -6.375 
28320.699504   -6.532 
28320.899499   -6.647 
28321.099495   -6.751 
28321.299490   -6.881 
28321.499485   -6.931 
28321.699480   -6.965 
28321.899475   -6.877 
28322.099471   -6.777 
28322.299466   -6.636 
28322.499461   -6.505 
28322.699456   -6.559 
28322.899451   -6.728 
28323.099447   -6.844 
28323.299442   -7.011 
28323.499437   -6.883 
28323.699432   -6.948 
28323.899427   -6.850 
28324.099422   -6.655 
28324.299417   -6.465 
28324.499412   -6.220 
28324.699407   -6.164 
28324.899402   -6.283 
28325.099397   -6.375 
28325.299392   -6.523 
28325.499388   -6.563 
28325.699383   -6.601 
28325.899378   -6.593 
28326.099373   -6.513 
28326.299368   -6.421 
28326.499363   -6.314 
28326.699359 1570000000.000 
28326.899354 1570000000.000 
28327.099349 1570000000.000 
28327.299344 1570000000.000 
28327.499339 1570000000.000 
28327.699335 1570000000.000 
28327.899330 1570000000.000 
28328.099325 1570000000.000 
28328.299320 1570000000.000 
28328.499315 1570000000.000 
28328.699311 1570000000.000 
28328.899306 1570000000.000 
28329.099301 1570000000.000 
28329.299296 1570000000.000 
28329.499291 1570000000.000 
28329.699286 1570000000.000 
28329.899281 1570000000.000 
28330.099277 1570000000.000 
28330.299272 1570000000.000 
28330.499267 1570000000.000 
28330.699262   -5.948 
28330.899257   -5.827 
28331.099252   -5.804 
28331.299248   -5.908 
28331.499243   -5.965 
28331.699238   -5.980 
28331.899233   -5.965 
28332.099228   -5.927 
28332.299223   -5.818 
28332.499219   -5.695 
28332.699214   -5.538 
28332.899209   -5.346 
28333.099205   -5.293 
28333.299200   -5.331 
28333.499195   -5.429 
28333.699190   -5.465 
28333.899185   -5.549 
28334.099180   -5.630 
28334.299176   -5.609 
28334.499169   -5.593 
28334.699165   -5.494 
28334.899160   -5.379 
28335.099155   -5.302 
28335.299150   -5.379 
28335.499145   -5.542 
28335.699141   -5.643 
28335.899136   -5.672 
28336.099131   -5.655 
28336.299126   -5.743 
28336.499121   -5.662 
28336.699116   -5.605 
28336.899112   -5.400 
28337.099107   -5.155 
28337.299102   -5.176 
28337.499097   -5.277 
28337.699092   -5.354 
28337.899087   -5.373 
28338.099083   -5.381 
28338.299078   -5.362 
28338.499073   -5.457 
28338.699068   -5.377 
28338.899063   -5.220 
28339.099059   -5.113 
28339.299054   -5.019 
28339.499049   -5.070 
28339.699044   -5.164 
28339.899039   -5.283 
28340.099035   -5.385 
28340.299030   -5.285 
28340.499025   -5.316 
28340.699020   -5.233 
28340.899015   -5.134 
28341.099010   -5.053 
28341.299006   -4.835 
28341.499001   -4.770 
28341.698996   -4.873 
28341.898991   -4.982 
28342.098986   -5.034 
28342.298982   -5.036 
28342.498977   -5.082 
28342.698972   -5.093 
28342.898967   -5.076 
28343.098962   -4.994 
28343.298958   -4.867 
28343.498953   -4.764 
28343.698948   -4.798 
28343.898943   -4.938 
28344.098938   -5.130 
28344.298934   -5.166 
28344.498929   -5.176 
28344.698924   -5.128 
28344.898919   -5.139 
28345.098914   -5.053 
28345.298910   -5.080 
28345.498905   -4.938 
28345.698900   -4.848 
28345.898896   -4.946 
28346.098891   -5.097 
28346.298886   -5.124 
28346.498881   -5.168 
28346.698876   -5.205 
28346.898871   -5.109 
28347.098867   -5.040 
28347.298862   -4.940 
28347.498857   -4.854 
28347.698852   -4.758 
28347.898847   -4.848 
28348.098843   -4.977 
28348.298838   -5.151 
28348.498833   -5.130 
28348.698828   -5.053 
28348.898823   -5.007 
28349.098819   -5.093 
28349.298814   -4.992 
28349.498809   -4.948 
28349.698804   -4.737 
28349.898799   -4.693 
28350.098794   -4.745 
28350.298790   -4.831 
28350.498784   -4.844 
28350.698779   -4.864 
28350.898774   -4.875 
28351.098769   -4.892 
28351.298764   -4.917 
28351.498760   -4.908 
28351.698755   -4.996 
28351.898750   -4.911 
28352.098745   -5.013 
28352.298740   -5.149 
28352.498736   -5.283 
28352.698731   -5.417 
28352.898726   -5.463 
28353.098721   -5.503 
28353.298716   -5.452 
28353.498712   -5.419 
28353.698707   -5.362 
28353.898702   -5.172 
28354.098697   -5.082 
28354.298692   -5.176 
28354.498688   -5.270 
28354.698683   -5.224 
28354.898678   -5.203 
28355.098673   -5.153 
28355.298668   -5.111 
28355.498662   -5.044 
28355.698657   -4.936 
28355.898652   -4.911 
28356.098648   -4.804 
28356.298643   -4.850 
28356.498638   -5.005 
28356.698633   -5.105 
28356.898628   -5.218 
28357.098624   -5.291 
28357.298619   -5.268 
28357.498614   -5.166 
28357.698609   -5.130 
28357.898604   -5.065 
28358.098600   -4.915 
28358.298595   -4.777 
28358.498590   -4.848 
28358.698585   -4.980 
28358.898580   -5.026 
28359.098576   -5.055 
28359.298571   -5.093 
28359.498566   -5.093 
28359.698561   -5.086 
28359.898556   -5.013 
28360.098552   -4.936 
28360.298547   -4.837 
28360.498543   -4.923 
28360.698538   -5.049 
28360.898533   -5.218 
28361.098528   -5.327 
28361.298523   -5.337 
28361.498519   -5.352 
28361.698514   -5.256 
28361.898509   -5.216 
28362.098504   -5.191 
28362.298500   -5.009 
28362.498495   -4.919 
28362.698490   -4.917 
28362.898485   -5.034 
28363.098480   -5.061 
28363.298476   -5.063 
28363.498471   -5.032 
28363.698466   -5.032 
28363.898461   -5.034 
28364.098456   -4.961 
28364.298452   -4.973 
28364.498447   -4.846 
28364.698442   -4.898 
28364.898437   -5.013 
28365.098433   -5.082 
28365.298428   -5.210 
28365.498422   -5.187 
28365.698417   -5.157 
28365.898412   -5.080 
28366.098408   -4.990 
28366.298403   -4.814 
28366.498398   -4.678 
28366.698393   -4.572 
28366.898388   -4.611 
28367.098384   -4.722 
28367.298379   -4.793 
28367.498374   -4.837 
28367.698370   -4.846 
28367.898365   -4.867 
28368.098360   -4.877 
28368.298355   -4.800 
28368.498350   -4.762 
28368.698345   -4.653 
28368.898340   -4.747 
28369.098336   -4.869 
28369.298331   -4.994 
28369.498326   -5.038 
28369.698322   -5.021 
28369.898317   -5.057 
28370.098312   -5.063 
28370.298307   -4.998 
28370.498302   -4.894 
28370.698298   -4.770 
28370.898293   -4.676 
28371.098288   -4.714 
28371.298283   -4.852 
28371.498278   -4.942 
28371.698274   -5.011 
28371.898269   -5.072 
28372.098264   -5.080 
28372.298259   -5.046 
28372.498255   -4.986 
28372.698250   -4.938 
28372.898245   -4.839 
28373.098240   -4.879 
28373.298235   -5.021 
28373.498231   -5.191 
28373.698226   -5.275 
28373.898221   -5.283 
28374.098216   -5.249 
28374.298212   -5.258 
28374.498207   -5.065 
28374.698202   -4.925 
28374.898197   -4.678 
28375.098192   -4.538 
28375.298188   -4.544 
28375.498183   -4.710 
28375.698178   -4.835 
28375.898173   -4.875 
28376.098169   -4.925 
28376.298164   -4.948 
28376.498158   -5.101 
28376.698153   -5.076 
28376.898148   -5.090 
28377.098143   -5.028 
28377.298139   -5.128 
28377.498134   -5.268 
28377.698129   -5.402 
28377.898124   -5.438 
28378.098119   -5.494 
28378.298115   -5.461 
28378.498110   -5.555 
28378.698105   -5.371 
28378.898100   -5.354 
28379.098096   -5.235 
28379.298091   -5.157 
28379.498086   -5.203 
28379.698081   -5.392 
28379.898077   -5.498 
28380.098072   -5.540 
28380.298067   -5.605 
28380.498062   -5.676 
28380.698058   -5.743 
28380.898053   -5.708 
28381.098048   -5.697 
28381.298043   -5.588 
28381.498038   -5.697 
28381.698033   -5.917 
28381.898029   -6.124 
28382.098024   -6.268 
28382.298019   -6.438 
28382.498014   -6.436 
28382.698009   -6.408 
28382.898005   -6.415 
28383.098000   -6.419 
28383.297995   -6.086 
28383.497990   -5.860 
28383.697986   -6.051 
28383.897981   -6.197 
28384.097976   -6.298 
28384.297971   -6.377 
28384.497967   -6.383 
28384.697962   -6.337 
28384.897957   -6.396 
28385.097952   -6.306 
28385.297947   -6.415 
28385.497943   -6.327 
28385.697938   -6.442 
28385.897933   -6.578 
28386.097928   -6.818 
28386.297924   -7.015 
28386.497917   -7.057 
28386.697912   -7.136 
28386.897907   -7.187 
28387.097902   -7.000 
28387.297898   -6.791 
28387.497893   -6.858 
28387.697888   -6.381 
28387.897883   -6.398 
28388.097878   -6.496 
28388.297874   -6.517 
28388.497869   -6.593 
28388.697864   -6.584 
28388.897860   -6.613 
28389.097855   -6.618 
28389.297850   -6.561 
28389.497845   -6.517 
28389.697840   -6.387 
28389.897836   -6.429 
28390.097831   -6.559 
28390.297826   -6.720 
28390.497821   -6.850 
28390.697817   -6.969 
28390.897812   -6.848 
28391.097807   -6.762 
28391.297802   -6.632 
28391.497797   -6.515 
28391.697792   -6.172 
28391.897788   -5.969 
28392.097783   -5.904 
28392.297778   -5.990 
28392.497773   -6.046 
28392.697768   -6.074 
28392.897764   -6.157 
28393.097759   -6.143 
28393.297754   -6.178 
28393.497749   -6.111 
28393.697745   -5.925 
28393.897740   -5.764 
28394.097735   -5.762 
28394.297730   -5.881 
28394.497725   -6.118 
28394.697721   -6.182 
28394.897716   -6.323 
28395.097711   -6.417 
28395.297706   -6.304 
28395.497702   -6.208 
28395.697697   -6.105 
28395.897692   -5.959 
28396.097687   -5.682 
28396.297683   -5.616 
28396.497678   -5.678 
28396.697673   -5.703 
28396.897668   -5.712 
28397.097663   -5.733 
28397.297658   -5.854 
28397.497654   -5.954 
28397.697649   -5.856 
28397.897644   -5.726 
28398.097639   -5.662 
28398.297635   -5.657 
28398.497630   -5.787 
28398.697625   -6.026 
28398.897620   -6.180 
28399.097615   -6.289 
28399.297611   -6.162 
28399.497606   -6.124 
28399.697601   -6.182 
28399.897597   -6.074 
28400.097592   -5.929 
28400.297587   -5.722 
28400.497582   -5.708 
28400.697577   -5.756 
28400.897573   -5.762 
28401.097568   -5.806 
28401.297563   -5.789 
28401.497558   -5.749 
28401.697553   -5.680 
28401.897548   -5.601 
28402.097543   -5.611 
28402.297539   -5.446 
28402.497534   -5.369 
28402.697529   -5.480 
28402.897525   -5.626 
28403.097520   -5.814 
28403.297515   -5.848 
28403.497510   -5.913 
28403.697505   -5.967 
28403.897501   -5.938 
28404.097496   -5.917 
28404.297491   -5.994 
28404.497486   -5.800 
28404.697482   -5.892 
28404.897477   -6.090 
28405.097472   -6.233 
28405.297467   -6.337 
28405.497463   -6.390 
28405.697458   -6.413 
28405.897453   -6.486 
28406.097448   -6.381 
28406.297443   -6.136 
28406.497439   -6.084 
28406.697434   -6.078 
28406.897429   -6.231 
28407.097424   -6.360 
28407.297420   -6.417 
28407.497413   -6.335 
28407.697409   -6.406 
28407.897404   -6.536 
28408.097399   -6.484 
28408.297394   -6.419 
28408.497390   -6.187 
28408.697385   -5.982 
28408.897380   -6.005 
28409.097375   -6.067 
28409.297370   -6.201 
28409.497366   -6.264 
28409.697361   -6.293 
28409.897356   -6.331 
28410.097351   -6.314 
28410.297347   -6.214 
28410.497342   -6.036 
28410.697337   -5.948 
28410.897332   -5.904 
28411.097327   -6.055 
28411.297323   -6.371 
28411.497318   -6.574 
28411.697313   -6.806 
28411.897309   -6.967 
28412.097304   -6.946 
28412.297299   -6.977 
28412.497295   -6.875 
28412.697290   -6.856 
28412.897285   -6.762 
28413.097280   -6.770 
28413.297276   -6.908 
28413.497271   -7.065 
28413.697266   -7.082 
28413.897261   -7.157 
28414.097256   -7.231 
28414.297252   -7.291 
28414.497247   -7.281 
28414.697242   -7.235 
28414.897237   -7.174 
28415.097233   -7.057 
28415.297228   -7.205 
28415.497223   -7.528 
28415.697218   -7.695 
28415.897213   -7.831 
28416.097209   -7.827 
28416.297204   -7.844 
28416.497199   -7.808 
28416.697194   -7.682 
28416.897189   -7.559 
28417.097185   -7.329 
28417.297180   -7.218 
28417.497173   -7.270 
28417.697168   -7.316 
28417.897163   -7.373 
28418.097159   -7.433 
28418.297154   -7.484 
28418.497149   -7.492 
28418.697145   -7.511 
28418.897140   -7.390 
28419.097135   -7.390 
28419.297130   -7.258 
28419.497125   -7.360 
28419.697120   -7.505 
28419.897115   -7.618 
28420.097111   -7.682 
28420.297106   -7.766 
28420.497101   -7.831 
28420.697097   -7.808 
28420.897092   -7.534 
28421.097087   -7.233 
28421.297082   -6.984 
28421.497077   -6.862 
28421.697073   -6.934 
28421.897068   -7.120 
28422.097063   -7.251 
28422.297058   -7.308 
28422.497052   -7.381 
28422.697048   -7.469 
28422.897043   -7.530 
28423.097038   -7.498 
28423.297033   -7.544 
28423.497029   -7.473 
28423.697024   -7.534 
28423.897019   -7.745 
28424.097014   -7.910 
28424.297009   -8.239 
28424.497005   -8.166 
28424.697000   -8.341 
28424.896995   -8.323 
28425.096990   -8.285 
28425.296986   -8.147 
28425.496981   -8.013 
28425.696976   -7.929 
28425.896971   -7.929 
28426.096966   -8.023 
28426.296962   -8.105 
28426.496957   -8.159 
28426.696952   -8.147 
28426.896947   -8.067 
28427.096942   -8.000 
28427.296938   -7.890 
28427.496932   -7.856 
28427.696927   -7.806 
28427.896922   -7.908 
28428.096917   -8.074 
28428.296913   -8.105 
28428.496908   -8.247 
28428.696903   -8.113 
28428.896898   -8.143 
28429.096893   -8.149 
28429.296889   -8.124 
28429.496884   -8.013 
28429.696879   -7.741 
28429.896874   -7.500 
28430.096869   -7.509 
28430.296865   -7.618 
28430.496860   -7.576 
28430.696855 1570000000.000 
28430.896850 1570000000.000 
28431.096845 1570000000.000 
28431.296841 1570000000.000 
28431.496836 1570000000.000 
28431.696831 1570000000.000 
28431.896826 1570000000.000 
28432.096822 1570000000.000 
28432.296817 1570000000.000 
28432.496811 1570000000.000 
28432.696807 1570000000.000 
28432.896802 1570000000.000 
28433.096797 1570000000.000 
28433.296792 1570000000.000 
28433.496787 1570000000.000 
28433.696783 1570000000.000 
28433.896778 1570000000.000 
28434.096773 1570000000.000 
28434.296768 1570000000.000 
28434.496763 1570000000.000 
28434.696759   -7.511 
28434.896754   -7.632 
28435.096749   -7.712 
28435.296744   -7.697 
28435.496739   -7.668 
28435.696735   -7.584 
28435.896730   -7.546 
28436.096725   -7.477 
28436.296720   -7.632 
28436.496715   -7.632 
28436.696711   -7.808 
28436.896706   -7.833 
28437.096701   -7.867 
28437.296696   -7.910 
28437.496691   -7.814 
28437.696686   -7.887 
28437.896681   -7.662 
28438.096676   -7.325 
28438.296672   -7.360 
28438.496667   -7.362 
28438.696662   -7.390 
28438.896657   -7.448 
28439.096652   -7.511 
28439.296648   -7.616 
28439.496643   -7.626 
28439.696638   -7.630 
28439.896633   -7.480 
28440.096628   -7.400 
28440.296623   -7.243 
28440.496619   -7.381 
28440.696614   -7.461 
28440.896609   -7.739 
28441.096604   -7.931 
28441.296599   -7.927 
28441.496595   -8.013 
28441.696590   -7.984 
28441.896585   -7.844 
28442.096580   -7.693 
28442.296576   -7.492 
28442.496571   -7.352 
28442.696566   -7.375 
28442.896561   -7.572 
28443.096556   -7.574 
28443.296551   -7.739 
28443.496545   -7.743 
28443.696541   -7.990 
28443.896536   -7.856 
28444.096531   -7.818 
28444.296526   -7.777 
28444.496521   -7.559 
28444.696517   -7.634 
28444.896512   -7.963 
28445.096507   -7.877 
28445.296502   -8.172 
28445.496497   -8.480 
28445.696492   -8.113 
28445.896487   -8.480 
28446.096483   -7.890 
28446.296478   -8.101 
28446.496473   -7.894 
28446.696468   -7.668 
28446.896463   -7.528 
28447.096459   -7.569 
28447.296454   -7.572 
28447.496449   -7.639 
28447.696444   -7.655 
28447.896439   -7.967 
28448.096435   -7.775 
28448.296430   -7.639 
28448.496425   -7.628 
28448.696420   -7.394 
28448.896415   -7.473 
28449.096410   -7.565 
28449.296406   -7.766 
28449.496401   -7.864 
28449.696396   -7.837 
28449.896391   -7.971 
28450.096386   -8.026 
28450.296381   -7.720 
28450.496377   -7.733 
28450.696372   -7.433 
28450.896367   -7.260 
28451.096362   -7.226 
28451.296357   -7.369 
28451.496352   -7.398 
28451.696348   -7.446 
28451.896343   -7.448 
28452.096338   -7.540 
28452.296333   -7.676 
28452.496329   -7.703 
28452.696324   -7.678 
28452.896319   -7.565 
28453.096314   -7.691 
28453.296309   -7.858 
28453.496305   -8.226 
28453.696301   -8.249 
28453.896296   -8.233 
28454.096291   -8.251 
28454.296286   -8.176 
28454.496281   -8.226 
28454.696276   -8.132 
28454.896271   -7.996 
28455.096267   -7.954 
28455.296262   -7.923 
28455.496257   -8.082 
28455.696252   -8.120 
28455.896247   -8.157 
28456.096243   -8.155 
28456.296238   -8.143 
28456.496233   -8.164 
28456.696229   -8.141 
28456.896224   -8.059 
28457.096219   -7.957 
28457.296214   -8.113 
28457.496209   -8.162 
28457.696204   -8.308 
28457.896199   -8.459 
28458.096195   -8.523 
28458.296190   -8.590 
28458.496183   -8.670 
28458.696179   -8.657 
28458.896174   -8.670 
28459.096169   -8.394 
28459.296164   -8.226 
28459.496160   -8.231 
28459.696155   -8.323 
28459.896150   -8.285 
28460.096145   -8.245 
28460.296140   -8.203 
28460.496135   -8.151 
28460.696131   -8.143 
28460.896126   -8.072 
28461.096121   -7.990 
28461.296116   -7.892 
28461.496112   -7.942 
28461.696107   -8.067 
28461.896102   -8.199 
28462.096097   -8.339 
28462.296093   -8.442 
28462.496088   -8.318 
28462.696083   -8.295 
28462.896078   -8.245 
28463.096073   -8.199 
28463.296068   -8.128 
28463.496063   -8.026 
28463.696058   -8.032 
28463.896053   -8.134 
28464.096049   -8.212 
28464.296044   -8.291 
28464.496039   -8.362 
28464.696034   -8.415 
28464.896029   -8.454 
28465.096025   -8.463 
28465.296020   -8.601 
28465.496015   -8.563 
28465.696010   -8.567 
28465.896005   -8.557 
28466.096001   -8.716 
28466.295996   -8.841 
28466.495991   -9.044 
28466.695987   -9.201 
28466.895982   -9.588 
28467.095977   -9.599 
28467.295972   -9.595 
28467.495967   -9.425 
28467.695962   -9.369 
28467.895957   -9.436 
28468.095953   -9.728 
28468.295948   -9.956 
28468.495943  -10.199 
28468.695939  -10.440 
28468.895934  -10.691 
28469.095929  -10.827 
28469.295924  -10.747 
28469.495919  -10.664 
28469.695915  -10.615 
28469.895910  -10.835 
28470.095905  -10.977 
28470.295900  -10.584 
28470.495895  -10.944 
28470.695891  -10.747 
28470.895886  -10.908 
28471.095881  -11.063 
28471.295876  -11.113 
28471.495871  -10.800 
28471.695867  -10.785 
28471.895862  -10.574 
28472.095857  -10.486 
28472.295852  -10.590 
28472.495847  -10.678 
28472.695843  -10.582 
28472.895838  -10.716 
28473.095833  -10.760 
28473.295828  -10.622 
28473.495824  -10.381 
28473.695819  -10.113 
28473.895814   -9.869 
28474.095809   -9.722 
28474.295805   -9.789 
28474.495799   -9.871 
28474.695794  -10.061 
28474.895789  -10.182 
28475.095784  -10.316 
28475.295780  -10.314 
28475.495775  -10.333 
28475.695770  -10.228 
28475.895765  -10.074 
28476.095760   -9.816 
28476.295756   -9.733 
28476.495751  -10.007 
28476.695746  -10.237 
28476.895741  -10.333 
28477.095737  -10.459 
28477.295732  -10.505 
28477.495727  -10.532 
28477.695722  -10.438 
28477.895717  -10.364 
28478.095712  -10.189 
28478.295708  -10.055 
28478.495703   -9.915 
28478.695698  -10.072 
28478.895693  -10.170 
28479.095689  -10.320 
28479.295684  -10.205 
28479.495678  -10.266 
28479.695673  -10.059 
28479.895669   -9.913 
28480.095664   -9.837 
28480.295659   -9.603 
28480.495654   -9.601 
28480.695649   -9.766 
28480.895644   -9.875 
28481.095640  -10.034 
28481.295635  -10.128 
28481.495630  -10.231 
28481.695626  -10.208 
28481.895621  -10.030 
