% this file was created on 13-Jun-2013 18:08:00 
%
% SC:        Cluster 1 
% Intrument: EFW 
% Signal:    P 
% Sensor:    1234 
% Coord Sys: sc 
%
% comment:   this signal is averaged from all probes available at the time 
%
%
% Time from: 27-May-2011 00:00:00 
%
% time        P1234     
% [s]         [V]       
28974.174607     -8.850e+00
28978.174607     -8.336e+00
28982.174607     -7.848e+00
28986.174607     -7.993e+00
28990.174607     -7.855e+00
28994.174607     -7.244e+00
28998.174607     -7.730e+00
29002.174607     -8.447e+00
29006.174607     -8.306e+00
29010.174607     -8.156e+00
29014.174607     -8.046e+00
29018.174607     -7.566e+00
29022.174607     -8.085e+00
29026.174607     -8.454e+00
29030.174607     -8.537e+00
29034.174607            NaN
29038.174607            NaN
29042.174607            NaN
29046.174607            NaN
29050.174607            NaN
29054.174607            NaN
29058.174607            NaN
29062.174607            NaN
29066.174607            NaN
29070.174607            NaN
29074.174607            NaN
29078.174607            NaN
29082.174607            NaN
29086.174607            NaN
29090.174607            NaN
29094.174607            NaN
29098.174607            NaN
29102.174607            NaN
29106.174607            NaN
29110.174607            NaN
29114.174607            NaN
29118.174607            NaN
29122.174607            NaN
29126.174607            NaN
29130.174607            NaN
29134.174607            NaN
29138.174607            NaN
29142.174607            NaN
29146.174607            NaN
29150.174607            NaN
29154.174607            NaN
29158.174607            NaN
29162.174607            NaN
29166.174607            NaN
29170.174607            NaN
29174.174607            NaN
29178.174607            NaN
29182.174607            NaN
29186.174607            NaN
29190.174607            NaN
29194.174607            NaN
29198.174607            NaN
29202.174607            NaN
29206.174607            NaN
29210.174607            NaN
29214.174607            NaN
29218.174607            NaN
29222.174607            NaN
29226.174607            NaN
29230.174607            NaN
29234.174607            NaN
29238.174607            NaN
29242.174607            NaN
29246.174607            NaN
29250.174607            NaN
29254.174607            NaN
29258.174607            NaN
29262.174607            NaN
29266.174607            NaN
29270.174607            NaN
29274.174607            NaN
29278.174607            NaN
29282.174607            NaN
29286.174607            NaN
29290.174607            NaN
29294.174607            NaN
29298.174607            NaN
29302.174607            NaN
29306.174607            NaN
29310.174607            NaN
29314.174607            NaN
29318.174607            NaN
29322.174607            NaN
29326.174607            NaN
29330.174607            NaN
29334.174607            NaN
29338.174607            NaN
29342.174607            NaN
29346.174607            NaN
29350.174607            NaN
29354.174607            NaN
29358.174607            NaN
29362.174607            NaN
29366.174607            NaN
29370.174607            NaN
29374.174607            NaN
29378.174607            NaN
29382.174607            NaN
29386.174607            NaN
29390.174607            NaN
29394.174607            NaN
29398.174607            NaN
29402.174607            NaN
29406.174607            NaN
29410.174607            NaN
29414.174607            NaN
29418.174607            NaN
29422.174607            NaN
29426.174607            NaN
29430.174607            NaN
29434.174607            NaN
29438.174607            NaN
29442.174607            NaN
29446.174607            NaN
29450.174607            NaN
29454.174607            NaN
29458.174607            NaN
29462.174607            NaN
29466.174607            NaN
29470.174607            NaN
29474.174607            NaN
29478.174607            NaN
29482.174607            NaN
29486.174607            NaN
29490.174607            NaN
29494.174607            NaN
29498.174607            NaN
29502.174607            NaN
29506.174607            NaN
29510.174607            NaN
29514.174607            NaN
29518.174607            NaN
29522.174607            NaN
29526.174607            NaN
29530.174607            NaN
29534.174607            NaN
29538.174607            NaN
29542.174607            NaN
29546.174607            NaN
29550.174607            NaN
29554.174607            NaN
29558.174607            NaN
29562.174607            NaN
29566.174607            NaN
29570.174607            NaN
29574.174607            NaN
29578.174607            NaN
29582.174607            NaN
29586.174607     -8.186e+00
29590.174607     -8.084e+00
29594.174607     -8.065e+00
29598.174607     -8.210e+00
29602.174607     -8.178e+00
29606.174607     -8.232e+00
29610.174607     -8.213e+00
29614.174607     -8.185e+00
29618.174607     -8.156e+00
29622.174607     -8.183e+00
29626.174607     -8.360e+00
29630.174607     -8.538e+00
29634.174607     -8.578e+00
29638.174607     -8.599e+00
29642.174607     -8.553e+00
29646.174607     -8.679e+00
29650.174607     -8.609e+00
29654.174607     -8.476e+00
29658.174607     -8.416e+00
29662.174607     -8.424e+00
29666.174607     -8.139e+00
29670.174607     -7.770e+00
29674.174607     -7.822e+00
29678.174607     -8.209e+00
29682.174607     -8.106e+00
29686.174607     -8.039e+00
29690.174607     -8.062e+00
29694.174607     -8.019e+00
29698.174607     -8.038e+00
29702.174607     -8.001e+00
29706.174607     -7.913e+00
29710.174607     -7.761e+00
29714.174607     -7.561e+00
29718.174607     -7.775e+00
29722.174607     -8.017e+00
29726.174607     -7.320e+00
29730.174607     -7.660e+00
29734.174607     -7.976e+00
29738.174607     -7.859e+00
29742.174607     -7.301e+00
29746.174607     -7.399e+00
29750.174607     -7.537e+00
29754.174607     -7.153e+00
29758.174607     -7.130e+00
29762.174607     -7.555e+00
29766.174607     -7.552e+00
29770.174607     -7.127e+00
29774.174607     -7.152e+00
29778.174607     -7.873e+00
29782.174607     -8.320e+00
29786.174607     -8.578e+00
29790.174607     -8.273e+00
29794.174607     -8.077e+00
29798.174607     -8.191e+00
29802.174607     -8.132e+00
29806.174607     -7.679e+00
29810.174607     -7.507e+00
29814.174607     -7.608e+00
29818.174607     -7.530e+00
29822.174607     -7.344e+00
29826.174607     -7.226e+00
29830.174607     -7.259e+00
29834.174607     -7.232e+00
29838.174607     -7.240e+00
29842.174607     -7.332e+00
29846.174607     -7.440e+00
29850.174607     -7.451e+00
29854.174607     -7.325e+00
29858.174607     -7.193e+00
29862.174607     -7.139e+00
29866.174607     -7.690e+00
29870.174607     -8.089e+00
29874.174607     -8.071e+00
29878.174607     -7.754e+00
29882.174607     -7.794e+00
29886.174607     -7.615e+00
29890.174607     -7.415e+00
29894.174607     -7.689e+00
29898.174607     -8.139e+00
29902.174607     -7.965e+00
29906.174607     -7.716e+00
29910.174607     -7.495e+00
29914.174607     -7.095e+00
29918.174607     -7.288e+00
29922.174607     -7.338e+00
29926.174607     -7.103e+00
29930.174607     -6.584e+00
29934.174607     -6.273e+00
29938.174607     -6.338e+00
29942.174607     -6.194e+00
29946.174607     -5.959e+00
29950.174607     -6.042e+00
29954.174607     -6.178e+00
29958.174607     -6.230e+00
29962.174607     -6.121e+00
29966.174607     -6.190e+00
29970.174607     -6.172e+00
29974.174607     -6.126e+00
29978.174607     -6.211e+00
29982.174607     -6.050e+00
29986.174607     -6.067e+00
29990.174607     -6.011e+00
29994.174607     -6.097e+00
29998.174607     -6.161e+00
30002.174607     -6.114e+00
30006.174607     -6.088e+00
30010.174607     -6.124e+00
30014.174607     -6.124e+00
30018.174607     -5.961e+00
30022.174607     -6.215e+00
30026.174607     -6.119e+00
30030.174607     -6.236e+00
30034.174607     -6.306e+00
30038.174607     -6.039e+00
30042.174607     -6.477e+00
30046.174607     -6.734e+00
30050.174607     -6.936e+00
30054.174607     -6.991e+00
30058.174607     -7.045e+00
30062.174607     -7.236e+00
30066.174607     -7.262e+00
30070.174607     -7.273e+00
30074.174607     -7.064e+00
30078.174607     -7.055e+00
30082.174607     -7.508e+00
30086.174607     -8.040e+00
30090.174607     -8.228e+00
30094.174607     -8.437e+00
30098.174607     -8.774e+00
30102.174607     -9.189e+00
30106.174607     -9.588e+00
30110.174607     -9.691e+00
30114.174607     -9.673e+00
30118.174607     -9.596e+00
30122.174607     -9.363e+00
30126.174607     -9.278e+00
30130.174607     -9.315e+00
30134.174607     -9.540e+00
30138.174607     -9.628e+00
30142.174607     -9.454e+00
30146.174607     -9.373e+00
30150.174607     -9.245e+00
30154.174607     -9.194e+00
30158.174607     -9.127e+00
30162.174607     -8.620e+00
30166.174607     -8.911e+00
30170.174607     -9.968e+00
30174.174607     -8.583e+00
30178.174607     -8.166e+00
30182.174607     -7.704e+00
30186.174607     -7.781e+00
30190.174607     -7.674e+00
30194.174607     -7.787e+00
30198.174607     -7.738e+00
30202.174607     -7.724e+00
30206.174607     -7.729e+00
30210.174607     -7.758e+00
30214.174607     -8.029e+00
30218.174607     -7.982e+00
30222.174607     -7.784e+00
30226.174607     -7.783e+00
30230.174607     -7.686e+00
30234.174607     -7.691e+00
30238.174607     -7.809e+00
30242.174607     -7.849e+00
30246.174607     -7.918e+00
30250.174607     -7.913e+00
30254.174607     -7.944e+00
30258.174607     -8.075e+00
30262.174607     -8.233e+00
30266.174607     -8.314e+00
30270.174607     -9.309e+00
30274.174607     -1.026e+01
30278.174607     -1.056e+01
30282.174607     -1.049e+01
30286.174607     -1.007e+01
30290.174607     -1.000e+01
30294.174607     -9.814e+00
30298.174607     -9.697e+00
30302.174607     -1.012e+01
30306.174607     -9.990e+00
30310.174607     -1.031e+01
30314.174607     -1.017e+01
30318.174607     -9.921e+00
30322.174607     -1.016e+01
30326.174607     -1.011e+01
30330.174607     -9.919e+00
30334.174607     -1.004e+01
30338.174607     -1.012e+01
30342.174607     -1.011e+01
30346.174607     -1.039e+01
30350.174607     -1.003e+01
30354.174607     -1.018e+01
30358.174607     -8.881e+00
30362.174607     -8.355e+00
30366.174607     -8.423e+00
30370.174607     -8.420e+00
30374.174607     -8.451e+00
30378.174607     -8.554e+00
30382.174607     -8.597e+00
30386.174607     -8.491e+00
30390.174607     -8.382e+00
30394.174607     -8.204e+00
30398.174607     -8.176e+00
30402.174607     -8.192e+00
30406.174607     -8.019e+00
30410.174607     -8.034e+00
30414.174607     -8.120e+00
30418.174607     -8.109e+00
30422.174607     -8.089e+00
30426.174607     -8.131e+00
30430.174607     -8.179e+00
30434.174607     -8.234e+00
30438.174607     -8.176e+00
30442.174607     -8.205e+00
30446.174607     -8.234e+00
30450.174607     -8.313e+00
30454.174607     -8.586e+00
30458.174607     -8.648e+00
30462.174607     -8.795e+00
30466.174607     -8.740e+00
30470.174607     -8.760e+00
30474.174607     -8.494e+00
30478.174607     -8.484e+00
30482.174607     -8.472e+00
30486.174607     -8.509e+00
30490.174607     -8.634e+00
30494.174607     -8.704e+00
30498.174607     -8.714e+00
30502.174607     -8.733e+00
30506.174607     -8.698e+00
30510.174607     -8.718e+00
30514.174607     -8.867e+00
30518.174607     -8.970e+00
30522.174607     -9.057e+00
30526.174607     -9.074e+00
30530.174607     -9.086e+00
30534.174607     -9.021e+00
30538.174607     -8.960e+00
30542.174607     -8.899e+00
30546.174607     -8.901e+00
30550.174607     -8.894e+00
30554.174607     -8.811e+00
30558.174607     -8.833e+00
30562.174607     -8.754e+00
30566.174607     -8.664e+00
30570.174607     -8.495e+00
30574.174607     -8.377e+00
30578.174607     -8.368e+00
30582.174607     -8.321e+00
30586.174607     -8.352e+00
30590.174607     -8.516e+00
30594.174607     -8.424e+00
30598.174607     -8.304e+00
