2009-11-11T00:00:26.075,  99508553.591633, 111717792.557703,   -934375.717016,  -1538141.454515,   -625833.561743,    931837.035145,         7.576434,         3.153024,        -4.605480,   1897795.000000,       -18.500000,       -18.600000,         9.410330,        -0.723781,        -0.649565,        -0.232822,         0.678233,        -0.607567,        -0.413355,         0.127046,        -0.457087,         0.880302
2009-11-11T00:00:58.075,  99507580.871047, 111718318.920569,   -934228.326716,  -1537899.008619,   -625732.665013,    931689.659728,         7.576434,         3.153022,        -4.605483,   1897494.000000,       -18.500000,       -18.800000,         9.410330,        -0.723776,        -0.649569,        -0.232825,         0.678238,        -0.607562,        -0.413354,         0.127046,        -0.457087,         0.880302
2009-11-11T00:01:30.075,  99506608.146332, 111718845.278864,   -934080.936322,  -1537656.562723,   -625631.768344,    931542.284215,         7.576434,         3.153020,        -4.605486,   1897193.000000,       -18.500000,       -18.900000,         9.410330,        -0.723771,        -0.649574,        -0.232828,         0.678243,        -0.607557,        -0.413352,         0.127046,        -0.457087,         0.880302
2009-11-11T00:02:02.075,  99505635.417486, 111719371.632588,   -933933.545835,  -1537414.116827,   -625530.871735,    931394.908607,         7.576434,         3.153018,        -4.605489,   1896892.000000,       -18.500000,       -19.000000,         9.410340,        -0.723767,        -0.649578,        -0.232831,         0.678249,        -0.607553,        -0.413350,         0.127046,        -0.457087,         0.880302
2009-11-11T00:02:34.075,  99504662.684511, 111719897.981741,   -933786.155254,  -1537171.670931,   -625429.975187,    931247.532903,         7.576434,         3.153016,        -4.605492,   1896590.000000,       -18.500000,       -19.200000,         9.410340,        -0.723762,        -0.649582,        -0.232834,         0.678254,        -0.607548,        -0.413349,         0.127046,        -0.457087,         0.880302
2009-11-11T00:03:06.075,  99503689.947405, 111720424.326323,   -933638.764580,  -1536929.225035,   -625329.078699,    931100.157103,         7.576434,         3.153014,        -4.605495,   1896289.000000,       -18.500000,       -19.300000,         9.410340,        -0.723757,        -0.649587,        -0.232837,         0.678259,        -0.607543,        -0.413347,         0.127046,        -0.457087,         0.880302
2009-11-11T00:03:38.075,  99502717.206168, 111720950.666335,   -933491.373812,  -1536686.779138,   -625228.182270,    930952.781208,         7.576434,         3.153012,        -4.605498,   1895988.000000,       -18.500000,       -19.400000,         9.410340,        -0.723752,        -0.649591,        -0.232840,         0.678264,        -0.607539,        -0.413345,         0.127046,        -0.457087,         0.880302
2009-11-11T00:04:10.075,  99501744.460803, 111721477.001775,   -933343.982951,  -1536444.333242,   -625127.285903,    930805.405217,         7.576434,         3.153011,        -4.605501,   1895687.000000,       -18.500000,       -19.600000,         9.410340,        -0.723747,        -0.649596,        -0.232843,         0.678270,        -0.607534,        -0.413343,         0.127046,        -0.457087,         0.880302
2009-11-11T00:04:42.075,  99500771.711308, 111722003.332644,   -933196.591996,  -1536201.887345,   -625026.389595,    930658.029131,         7.576434,         3.153009,        -4.605504,   1895386.000000,       -18.500000,       -19.700000,         9.410340,        -0.723742,        -0.649600,        -0.232846,         0.678275,        -0.607529,        -0.413342,         0.127046,        -0.457087,         0.880302
2009-11-11T00:05:14.075,  99499798.957683, 111722529.658942,   -933049.200947,  -1535959.441448,   -624925.493347,    930510.652949,         7.576434,         3.153007,        -4.605507,   1895085.000000,       -18.500000,       -19.800000,         9.410340,        -0.723737,        -0.649604,        -0.232849,         0.678280,        -0.607525,        -0.413340,         0.127046,        -0.457086,         0.880302
